framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,40,8,128,1,float16,float16,127,0.03781
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,64,0,128,1,float16,float16,127,0.05214
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,64,1,128,1,float16,float16,127,0.033409999999999995
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,64,4,128,1,float16,float16,127,0.03451
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,64,8,128,1,float16,float16,127,0.0386
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,8,0,128,1,float16,float16,255,0.03793
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,8,1,128,1,float16,float16,255,0.033350000000000005
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,8,4,128,1,float16,float16,255,0.03479
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,8,0,128,1,float16,float16,255,0.03804
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,16,0,128,1,float16,float16,255,0.03893
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,16,1,128,1,float16,float16,255,0.03434
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,16,4,128,1,float16,float16,255,0.03578
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,16,8,128,1,float16,float16,255,0.03799
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,32,0,128,1,float16,float16,255,0.04994
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,32,1,128,1,float16,float16,255,0.033229999999999996
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,32,4,128,1,float16,float16,255,0.03502
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,32,8,128,1,float16,float16,255,0.03804
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,40,0,128,1,float16,float16,255,0.048369999999999996
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,40,1,128,1,float16,float16,255,0.033280000000000004
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,40,4,128,1,float16,float16,255,0.03499
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,40,8,128,1,float16,float16,255,0.03843
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,64,0,128,1,float16,float16,255,0.053700000000000005
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,64,1,128,1,float16,float16,255,0.0341
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,64,4,128,1,float16,float16,255,0.03526
vllm-ascend,0.18.0,Ascend 910B,generation_attention,vllm_ascend_flash_attn,2,1,64,8,128,1,float16,float16,255,0.03822
