nccl_dtype,num_gpus,message_size,kernel_source,op_name,latency
half,2,67108864,HCCL,reduce_scatter,0.62257
half,4,67108864,HCCL,reduce_scatter,1.17396
half,8,67108864,HCCL,reduce_scatter,2.61019
half,16,67108864,HCCL,reduce_scatter,5.75804
half,2,134217728,HCCL,reduce_scatter,1.25508
half,4,134217728,HCCL,reduce_scatter,2.33589
half,8,134217728,HCCL,reduce_scatter,5.26139
half,16,134217728,HCCL,reduce_scatter,11.4318
half,2,268435456,HCCL,reduce_scatter,2.49819
half,4,268435456,HCCL,reduce_scatter,4.70169
half,8,268435456,HCCL,reduce_scatter,10.477
half,16,268435456,HCCL,reduce_scatter,22.6987
half,2,536870912,HCCL,reduce_scatter,5.00676
half,4,536870912,HCCL,reduce_scatter,9.39171
half,8,536870912,HCCL,reduce_scatter,20.859
half,16,536870912,HCCL,reduce_scatter,45.2621
half,32,128,HCCL,reduce_scatter,0.01426
half,32,256,HCCL,reduce_scatter,0.01424
half,32,512,HCCL,reduce_scatter,0.01436
half,32,1024,HCCL,reduce_scatter,0.01453
half,32,2048,HCCL,reduce_scatter,0.01485
half,32,4096,HCCL,reduce_scatter,0.01456
half,32,8192,HCCL,reduce_scatter,0.01479
half,32,16384,HCCL,reduce_scatter,0.01662
half,32,32768,HCCL,reduce_scatter,0.01907
half,32,65536,HCCL,reduce_scatter,0.02728
half,32,131072,HCCL,reduce_scatter,0.04162
half,32,262144,HCCL,reduce_scatter,0.16864
half,32,524288,HCCL,reduce_scatter,0.24823
half,32,1048576,HCCL,reduce_scatter,0.45823
half,32,2097152,HCCL,reduce_scatter,0.70826
half,32,4194304,HCCL,reduce_scatter,1.0469
half,32,8388608,HCCL,reduce_scatter,1.88038
half,32,16777216,HCCL,reduce_scatter,3.49757
half,32,33554432,HCCL,reduce_scatter,6.77351
half,32,67108864,HCCL,reduce_scatter,13.3468
half,32,134217728,HCCL,reduce_scatter,26.3642
half,32,268435456,HCCL,reduce_scatter,52.3568
half,32,536870912,HCCL,reduce_scatter,104.671
half,2,128,HCCL,broadcast,0.00542
half,2,256,HCCL,broadcast,0.00544
half,2,512,HCCL,broadcast,0.00310
half,2,1024,HCCL,broadcast,0.00315
half,2,2048,HCCL,broadcast,0.00313
half,2,4096,HCCL,broadcast,0.00324
half,2,8192,HCCL,broadcast,0.00326
half,2,16384,HCCL,broadcast,0.00346
half,2,32768,HCCL,broadcast,0.00393
half,2,65536,HCCL,broadcast,0.00465
half,2,131072,HCCL,broadcast,0.00630
half,2,262144,HCCL,broadcast,0.00982
half,2,524288,HCCL,broadcast,0.01416
half,2,1048576,HCCL,broadcast,0.01967
half,2,2097152,HCCL,broadcast,0.03308
half,2,4194304,HCCL,broadcast,0.05618
half,2,8388608,HCCL,broadcast,0.09997
half,2,16777216,HCCL,broadcast,0.18476
half,2,33554432,HCCL,broadcast,0.36402
half,2,67108864,HCCL,broadcast,0.70946
half,2,134217728,HCCL,broadcast,1.39182
half,2,268435456,HCCL,broadcast,2.76889
half,2,536870912,HCCL,broadcast,5.53880
half,4,128,HCCL,broadcast,0.00651
half,4,256,HCCL,broadcast,0.00514
half,4,512,HCCL,broadcast,0.00526
half,4,1024,HCCL,broadcast,0.00524
half,4,2048,HCCL,broadcast,0.00520
half,4,4096,HCCL,broadcast,0.00537
half,4,8192,HCCL,broadcast,0.00545
half,4,16384,HCCL,broadcast,0.00550
half,4,32768,HCCL,broadcast,0.00597
half,4,65536,HCCL,broadcast,0.00724
half,4,131072,HCCL,broadcast,0.00971
half,4,262144,HCCL,broadcast,0.01045
half,4,524288,HCCL,broadcast,0.01635
half,4,1048576,HCCL,broadcast,0.02670
half,4,2097152,HCCL,broadcast,0.04651
half,4,4194304,HCCL,broadcast,0.08338
half,4,8388608,HCCL,broadcast,0.16188
half,4,16777216,HCCL,broadcast,0.32266
half,4,33554432,HCCL,broadcast,0.62175
half,4,67108864,HCCL,broadcast,1.23426
half,4,134217728,HCCL,broadcast,2.47985
half,4,268435456,HCCL,broadcast,5.11292
half,4,536870912,HCCL,broadcast,10.30792
half,8,128,HCCL,broadcast,0.00617
half,8,256,HCCL,broadcast,0.00648
half,8,512,HCCL,broadcast,0.00650
half,8,1024,HCCL,broadcast,0.00661
half,8,2048,HCCL,broadcast,0.00673
half,8,4096,HCCL,broadcast,0.00648
half,8,8192,HCCL,broadcast,0.00636
half,8,16384,HCCL,broadcast,0.00663
half,8,32768,HCCL,broadcast,0.00731
half,8,65536,HCCL,broadcast,0.00876
half,8,131072,HCCL,broadcast,0.01221
half,8,262144,HCCL,broadcast,0.01030
half,8,524288,HCCL,broadcast,0.01546
half,8,1048576,HCCL,broadcast,0.01693
half,8,2097152,HCCL,broadcast,0.02612
half,8,4194304,HCCL,broadcast,0.04401
half,8,8388608,HCCL,broadcast,0.08046
half,8,16777216,HCCL,broadcast,0.15664
half,8,33554432,HCCL,broadcast,0.30397
half,8,67108864,HCCL,broadcast,0.60535
half,8,134217728,HCCL,broadcast,1.21269
half,8,268435456,HCCL,broadcast,2.49201
half,8,536870912,HCCL,broadcast,4.93218
half,16,128,HCCL,broadcast,0.11514
half,16,256,HCCL,broadcast,0.09973
half,16,512,HCCL,broadcast,0.09405
half,16,1024,HCCL,broadcast,0.10012
half,16,2048,HCCL,broadcast,0.09750
half,16,4096,HCCL,broadcast,0.09947
half,16,8192,HCCL,broadcast,0.09351
half,16,16384,HCCL,broadcast,0.10037
half,16,32768,HCCL,broadcast,0.09785
half,16,65536,HCCL,broadcast,0.10569
half,16,131072,HCCL,broadcast,0.10046
half,16,262144,HCCL,broadcast,0.10752
half,16,524288,HCCL,broadcast,0.11347
half,16,1048576,HCCL,broadcast,0.12872
half,16,2097152,HCCL,broadcast,0.15273
half,16,4194304,HCCL,broadcast,0.18498
half,16,8388608,HCCL,broadcast,0.21991
half,16,16777216,HCCL,broadcast,0.53946
half,16,33554432,HCCL,broadcast,0.56658
half,16,67108864,HCCL,broadcast,0.74992
half,16,134217728,HCCL,broadcast,1.24818
half,16,268435456,HCCL,broadcast,2.55069
half,16,536870912,HCCL,broadcast,4.84324
half,32,128,HCCL,broadcast,0.10730
half,32,256,HCCL,broadcast,0.10249
half,32,512,HCCL,broadcast,0.09773
half,32,1024,HCCL,broadcast,0.09540
half,32,2048,HCCL,broadcast,0.09974
half,32,4096,HCCL,broadcast,0.09895
half,32,8192,HCCL,broadcast,0.09717
half,32,16384,HCCL,broadcast,0.09296
half,32,32768,HCCL,broadcast,0.10169
half,32,65536,HCCL,broadcast,0.09702
half,32,131072,HCCL,broadcast,0.09392
half,32,262144,HCCL,broadcast,0.09941
half,32,524288,HCCL,broadcast,0.13089
half,32,1048576,HCCL,broadcast,0.14112
half,32,2097152,HCCL,broadcast,0.16914
half,32,4194304,HCCL,broadcast,0.21615
half,32,8388608,HCCL,broadcast,0.19166
half,32,16777216,HCCL,broadcast,0.32207
half,32,33554432,HCCL,broadcast,0.66772
half,32,67108864,HCCL,broadcast,0.79204
half,32,134217728,HCCL,broadcast,1.31337
half,32,268435456,HCCL,broadcast,2.71263
half,32,536870912,HCCL,broadcast,5.14878
