framework,version,device,op_name,kernel_source,gemm_dtype,m,n,k,latency
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.0052
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.00523
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.00537
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.00598
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.00662
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.00753
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.0081
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.00962
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,16384,16384,0.02999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.00533
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.009880000000000002
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.00999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.009699999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.01002
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.010060000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.009789999999999998
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.012150000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,16384,16384,0.02994
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.00607
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.00637
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.00868
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.01145
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.01696
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.02537
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.028059999999999998
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.03917
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,16384,16384,0.050320000000000004
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.00594
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.0068
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.00869
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.0114
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.01688
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.02528
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.02475
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.04939
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,16384,16384,0.061810000000000004
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.00654
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.00767
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.009130000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.011949999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.02299
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.05251
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.054439999999999995
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.09294
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,16384,16384,0.11652
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.00754
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.00851
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.01463
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.02693
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.054329999999999996
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.10013
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.08465
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.15680000000000002
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,16384,16384,0.20192
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.00698
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.00886
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.01205
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.019379999999999998
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.05661
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.10168
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.10183
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.16509000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,16384,16384,0.20902
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.00796
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.009640000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.01287
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.033460000000000004
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.07348
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.14296999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.1446
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.23979
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,16384,16384,0.29147
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,256,256,0.00893
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,512,512,0.011349999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,1024,1024,0.02565
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,2048,2048,0.05256
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,4096,4096,0.09716
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,7168,7168,0.19577
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,8192,8192,0.19619
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,1,12288,12288,0.32491000000000003
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.00521
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.0053
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.00563
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.00578
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.00635
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.00707
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.00758
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,12288,12288,0.00889
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,16384,16384,0.02958
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.00543
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.008119999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.00564
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.0061600000000000005
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.00726
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.00848
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.00917
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,12288,12288,0.011359999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,16384,16384,0.02952
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.0059900000000000005
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.00625
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.00862
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.011380000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.0169
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.02521
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.02798
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,12288,12288,0.039020000000000006
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,16384,16384,0.05007
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.005889999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.006809999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.00861
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.011380000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.01693
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.0252
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.02506
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,12288,12288,0.04765
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,16384,16384,0.061840000000000006
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.00662
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.00767
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.00915
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.01201
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.024550000000000002
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.05328
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.052829999999999995
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,12288,12288,0.09142
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,16384,16384,0.11662
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.00764
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.00867
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.01463
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.0229
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.054240000000000003
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.09817000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.08575
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,12288,12288,0.15612
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,16384,16384,0.20621
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.0070599999999999994
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.00895
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.01216
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.02532
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.05654
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.09994
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.10258
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,12288,12288,0.1661
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,16384,16384,0.20465
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.008
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.00974
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.01294
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.04089
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.07412
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.14343
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.14611000000000002
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,12288,12288,0.2366
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,256,256,0.009
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,512,512,0.011300000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,1024,1024,0.02296
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,2048,2048,0.05163
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,4096,4096,0.09742
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,7168,7168,0.19515000000000002
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,2,8192,8192,0.19695
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.0108
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.01111
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.01075
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.01116
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.01105
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.01145
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.011009999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.01124
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,16384,16384,0.02971
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.01128
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.011179999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.011460000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.011210000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.011529999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.01115
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.011810000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.011630000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,16384,16384,0.02969
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.01106
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.011359999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.01117
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.01154
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.01697
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.02528
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.028030000000000003
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.03907
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,16384,16384,0.05008
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.01111
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.01085
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.01094
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.01145
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.016989999999999998
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.02525
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.02509
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.04984
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,16384,16384,0.061630000000000004
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.00662
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.00771
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.00914
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.01199
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.02511
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.052649999999999995
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.05356
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.09272
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,16384,16384,0.11727
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.00763
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.0086
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.01461
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.022879999999999998
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.05458
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.09809999999999999
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.08578
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.15577000000000002
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,16384,16384,0.20414
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.007030000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.00889
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.01209
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.02298
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.056659999999999995
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.09891
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.10146
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.16509000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,16384,16384,0.20658
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.00805
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.00968
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.01293
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.041100000000000005
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.07408
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.1455
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.14611000000000002
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.23684
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,256,256,0.00897
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,512,512,0.01134
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,1024,1024,0.02206
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,2048,2048,0.05215
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,4096,4096,0.09767
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,7168,7168,0.19486
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,8192,8192,0.19741
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,4,12288,12288,0.32335
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,256,256,0.00948
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,512,512,0.009720000000000001
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,1024,1024,0.00973
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,2048,2048,0.01005
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,4096,4096,0.01013
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,7168,7168,0.01
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,8192,8192,0.01007
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,12288,12288,0.01027
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,16384,16384,0.0297
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,256,256,0.01063
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,512,512,0.01069
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,1024,1024,0.01045
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,2048,2048,0.01038
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,4096,4096,0.01067
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,7168,7168,0.01063
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,8192,8192,0.01059
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,12288,12288,0.0119
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,16384,16384,0.02964
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,256,256,0.01067
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,512,512,0.01043
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,1024,1024,0.01063
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,2048,2048,0.0115
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,4096,4096,0.016989999999999998
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,7168,7168,0.0253
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,8192,8192,0.02807
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,12288,12288,0.03911
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,16384,16384,0.05015
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,256,256,0.01041
vllm-ascend,0.18.0,Ascend 910B,gemm,vllm_ascend_default,float16,8,512,512,0.01043
