OP State,Accelerator Core,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Average Duration(us),Op Type,Batch,Seq Len,Num Heads,Num KV Heads,Head Size
dynamic,AI_CORE,"2,32,128;256,128,1024;256,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,32,128",DT_BF16,ND,124.61,attention_generation,2,16384,32,8,128
dynamic,AI_CORE,"2,40,128;256,128,5120;256,128,5120",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,40,128",DT_BF16,ND,627.03,attention_generation,2,16384,40,0,128
dynamic,AI_CORE,"2,40,128;256,128,128;256,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,40,128",DT_BF16,ND,76.43,attention_generation,2,16384,40,1,128
dynamic,AI_CORE,"2,40,128;256,128,512;256,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,40,128",DT_BF16,ND,99.59,attention_generation,2,16384,40,4,128
dynamic,AI_CORE,"2,40,128;256,128,1024;256,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,40,128",DT_BF16,ND,125.90,attention_generation,2,16384,40,8,128
dynamic,AI_CORE,"2,64,128;256,128,8192;256,128,8192",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,64,128",DT_BF16,ND,957.71,attention_generation,2,16384,64,0,128
dynamic,AI_CORE,"2,64,128;256,128,128;256,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,64,128",DT_BF16,ND,77.98,attention_generation,2,16384,64,1,128
dynamic,AI_CORE,"2,64,128;256,128,512;256,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,64,128",DT_BF16,ND,106.46,attention_generation,2,16384,64,4,128
dynamic,AI_CORE,"2,64,128;256,128,1024;256,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"2,64,128",DT_BF16,ND,128.25,attention_generation,2,16384,64,8,128
dynamic,AI_CORE,"4,8,128;4,128,1024;4,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,37.00,attention_generation,4,128,8,0,128
dynamic,AI_CORE,"4,8,128;4,128,128;4,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,33.58,attention_generation,4,128,8,1,128
dynamic,AI_CORE,"4,8,128;4,128,512;4,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,37.42,attention_generation,4,128,8,4,128
dynamic,AI_CORE,"4,8,128;4,128,1024;4,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,37.43,attention_generation,4,128,8,8,128
dynamic,AI_CORE,"4,16,128;4,128,2048;4,128,2048",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,48.43,attention_generation,4,128,16,0,128
dynamic,AI_CORE,"4,16,128;4,128,128;4,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,57.13,attention_generation,4,128,16,1,128
dynamic,AI_CORE,"4,16,128;4,128,512;4,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,58.63,attention_generation,4,128,16,4,128
dynamic,AI_CORE,"4,16,128;4,128,1024;4,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,57.05,attention_generation,4,128,16,8,128
dynamic,AI_CORE,"4,32,128;4,128,4096;4,128,4096",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,57.79,attention_generation,4,128,32,0,128
dynamic,AI_CORE,"4,32,128;4,128,128;4,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,57.30,attention_generation,4,128,32,1,128
dynamic,AI_CORE,"4,32,128;4,128,512;4,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,60.06,attention_generation,4,128,32,4,128
dynamic,AI_CORE,"4,32,128;4,128,1024;4,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,56.62,attention_generation,4,128,32,8,128
dynamic,AI_CORE,"4,40,128;4,128,5120;4,128,5120",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,58.59,attention_generation,4,128,40,0,128
dynamic,AI_CORE,"4,40,128;4,128,128;4,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,57.45,attention_generation,4,128,40,1,128
dynamic,AI_CORE,"4,40,128;4,128,512;4,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,57.60,attention_generation,4,128,40,4,128
dynamic,AI_CORE,"4,40,128;4,128,1024;4,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,57.98,attention_generation,4,128,40,8,128
dynamic,AI_CORE,"4,64,128;4,128,8192;4,128,8192",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,64.22,attention_generation,4,128,64,0,128
dynamic,AI_CORE,"4,64,128;4,128,128;4,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,58.15,attention_generation,4,128,64,1,128
dynamic,AI_CORE,"4,64,128;4,128,512;4,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,58.84,attention_generation,4,128,64,4,128
dynamic,AI_CORE,"4,64,128;4,128,1024;4,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,56.97,attention_generation,4,128,64,8,128
dynamic,AI_CORE,"4,8,128;8,128,1024;8,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,58.41,attention_generation,4,256,8,0,128
dynamic,AI_CORE,"4,8,128;8,128,128;8,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,57.90,attention_generation,4,256,8,1,128
dynamic,AI_CORE,"4,8,128;8,128,512;8,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,58.83,attention_generation,4,256,8,4,128
dynamic,AI_CORE,"4,8,128;8,128,1024;8,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,57.91,attention_generation,4,256,8,8,128
dynamic,AI_CORE,"4,16,128;8,128,2048;8,128,2048",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,58.95,attention_generation,4,256,16,0,128
dynamic,AI_CORE,"4,16,128;8,128,128;8,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,58.32,attention_generation,4,256,16,1,128
dynamic,AI_CORE,"4,16,128;8,128,512;8,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,58.43,attention_generation,4,256,16,4,128
dynamic,AI_CORE,"4,16,128;8,128,1024;8,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,57.46,attention_generation,4,256,16,8,128
dynamic,AI_CORE,"4,32,128;8,128,4096;8,128,4096",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,58.00,attention_generation,4,256,32,0,128
dynamic,AI_CORE,"4,32,128;8,128,128;8,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,60.46,attention_generation,4,256,32,1,128
dynamic,AI_CORE,"4,32,128;8,128,512;8,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,48.34,attention_generation,4,256,32,4,128
dynamic,AI_CORE,"4,32,128;8,128,1024;8,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,41.08,attention_generation,4,256,32,8,128
dynamic,AI_CORE,"4,40,128;8,128,5120;8,128,5120",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,58.84,attention_generation,4,256,40,0,128
dynamic,AI_CORE,"4,40,128;8,128,128;8,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,34.29,attention_generation,4,256,40,1,128
dynamic,AI_CORE,"4,40,128;8,128,512;8,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,39.21,attention_generation,4,256,40,4,128
dynamic,AI_CORE,"4,40,128;8,128,1024;8,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,41.18,attention_generation,4,256,40,8,128
dynamic,AI_CORE,"4,64,128;8,128,8192;8,128,8192",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,65.95,attention_generation,4,256,64,0,128
dynamic,AI_CORE,"4,64,128;8,128,128;8,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,49.16,attention_generation,4,256,64,1,128
dynamic,AI_CORE,"4,64,128;8,128,512;8,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,48.30,attention_generation,4,256,64,4,128
dynamic,AI_CORE,"4,64,128;8,128,1024;8,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,49.45,attention_generation,4,256,64,8,128
dynamic,AI_CORE,"4,8,128;16,128,1024;16,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,47.58,attention_generation,4,512,8,0,128
dynamic,AI_CORE,"4,8,128;16,128,128;16,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,48.50,attention_generation,4,512,8,1,128
dynamic,AI_CORE,"4,8,128;16,128,512;16,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,49.32,attention_generation,4,512,8,4,128
dynamic,AI_CORE,"4,8,128;16,128,1024;16,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,47.55,attention_generation,4,512,8,8,128
dynamic,AI_CORE,"4,16,128;16,128,2048;16,128,2048",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,51.65,attention_generation,4,512,16,0,128
dynamic,AI_CORE,"4,16,128;16,128,128;16,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,50.20,attention_generation,4,512,16,1,128
dynamic,AI_CORE,"4,16,128;16,128,512;16,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,49.77,attention_generation,4,512,16,4,128
dynamic,AI_CORE,"4,16,128;16,128,1024;16,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,50.51,attention_generation,4,512,16,8,128
dynamic,AI_CORE,"4,32,128;16,128,4096;16,128,4096",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,58.59,attention_generation,4,512,32,0,128
dynamic,AI_CORE,"4,32,128;16,128,128;16,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,50.22,attention_generation,4,512,32,1,128
dynamic,AI_CORE,"4,32,128;16,128,512;16,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,50.26,attention_generation,4,512,32,4,128
dynamic,AI_CORE,"4,32,128;16,128,1024;16,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,50.04,attention_generation,4,512,32,8,128
dynamic,AI_CORE,"4,40,128;16,128,5120;16,128,5120",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,62.10,attention_generation,4,512,40,0,128
dynamic,AI_CORE,"4,40,128;16,128,128;16,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,50.24,attention_generation,4,512,40,1,128
dynamic,AI_CORE,"4,40,128;16,128,512;16,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,50.76,attention_generation,4,512,40,4,128
dynamic,AI_CORE,"4,40,128;16,128,1024;16,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,51.61,attention_generation,4,512,40,8,128
dynamic,AI_CORE,"4,64,128;16,128,8192;16,128,8192",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,72.07,attention_generation,4,512,64,0,128
dynamic,AI_CORE,"4,64,128;16,128,128;16,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,50.18,attention_generation,4,512,64,1,128
dynamic,AI_CORE,"4,64,128;16,128,512;16,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,49.82,attention_generation,4,512,64,4,128
dynamic,AI_CORE,"4,64,128;16,128,1024;16,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,49.33,attention_generation,4,512,64,8,128
dynamic,AI_CORE,"4,8,128;32,128,1024;32,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,57.92,attention_generation,4,1024,8,0,128
dynamic,AI_CORE,"4,8,128;32,128,128;32,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,49.59,attention_generation,4,1024,8,1,128
dynamic,AI_CORE,"4,8,128;32,128,512;32,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,50.15,attention_generation,4,1024,8,4,128
dynamic,AI_CORE,"4,8,128;32,128,1024;32,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,57.69,attention_generation,4,1024,8,8,128
dynamic,AI_CORE,"4,16,128;32,128,2048;32,128,2048",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,67.08,attention_generation,4,1024,16,0,128
dynamic,AI_CORE,"4,16,128;32,128,128;32,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,54.78,attention_generation,4,1024,16,1,128
dynamic,AI_CORE,"4,16,128;32,128,512;32,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,48.88,attention_generation,4,1024,16,4,128
dynamic,AI_CORE,"4,16,128;32,128,1024;32,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,49.34,attention_generation,4,1024,16,8,128
dynamic,AI_CORE,"4,32,128;32,128,4096;32,128,4096",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,84.13,attention_generation,4,1024,32,0,128
dynamic,AI_CORE,"4,32,128;32,128,128;32,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,53.34,attention_generation,4,1024,32,1,128
dynamic,AI_CORE,"4,32,128;32,128,512;32,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,49.54,attention_generation,4,1024,32,4,128
dynamic,AI_CORE,"4,32,128;32,128,1024;32,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,50.09,attention_generation,4,1024,32,8,128
dynamic,AI_CORE,"4,40,128;32,128,5120;32,128,5120",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,92.21,attention_generation,4,1024,40,0,128
dynamic,AI_CORE,"4,40,128;32,128,128;32,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,61.84,attention_generation,4,1024,40,1,128
dynamic,AI_CORE,"4,40,128;32,128,512;32,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,60.84,attention_generation,4,1024,40,4,128
dynamic,AI_CORE,"4,40,128;32,128,1024;32,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,60.64,attention_generation,4,1024,40,8,128
dynamic,AI_CORE,"4,64,128;32,128,8192;32,128,8192",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,110.98,attention_generation,4,1024,64,0,128
dynamic,AI_CORE,"4,64,128;32,128,128;32,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,61.98,attention_generation,4,1024,64,1,128
dynamic,AI_CORE,"4,64,128;32,128,512;32,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,51.61,attention_generation,4,1024,64,4,128
dynamic,AI_CORE,"4,64,128;32,128,1024;32,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,48.70,attention_generation,4,1024,64,8,128
dynamic,AI_CORE,"4,8,128;64,128,1024;64,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,65.91,attention_generation,4,2048,8,0,128
dynamic,AI_CORE,"4,8,128;64,128,128;64,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,43.67,attention_generation,4,2048,8,1,128
dynamic,AI_CORE,"4,8,128;64,128,512;64,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,49.41,attention_generation,4,2048,8,4,128
dynamic,AI_CORE,"4,8,128;64,128,1024;64,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,65.62,attention_generation,4,2048,8,8,128
dynamic,AI_CORE,"4,16,128;64,128,2048;64,128,2048",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,81.22,attention_generation,4,2048,16,0,128
dynamic,AI_CORE,"4,16,128;64,128,128;64,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,45.67,attention_generation,4,2048,16,1,128
dynamic,AI_CORE,"4,16,128;64,128,512;64,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,51.48,attention_generation,4,2048,16,4,128
dynamic,AI_CORE,"4,16,128;64,128,1024;64,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,61.62,attention_generation,4,2048,16,8,128
dynamic,AI_CORE,"4,32,128;64,128,4096;64,128,4096",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,105.20,attention_generation,4,2048,32,0,128
dynamic,AI_CORE,"4,32,128;64,128,128;64,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,48.24,attention_generation,4,2048,32,1,128
dynamic,AI_CORE,"4,32,128;64,128,512;64,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,54.52,attention_generation,4,2048,32,4,128
dynamic,AI_CORE,"4,32,128;64,128,1024;64,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,61.88,attention_generation,4,2048,32,8,128
dynamic,AI_CORE,"4,40,128;64,128,5120;64,128,5120",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,116.53,attention_generation,4,2048,40,0,128
dynamic,AI_CORE,"4,40,128;64,128,128;64,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,50.61,attention_generation,4,2048,40,1,128
dynamic,AI_CORE,"4,40,128;64,128,512;64,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,49.75,attention_generation,4,2048,40,4,128
dynamic,AI_CORE,"4,40,128;64,128,1024;64,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,61.06,attention_generation,4,2048,40,8,128
dynamic,AI_CORE,"4,64,128;64,128,8192;64,128,8192",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,263.05,attention_generation,4,2048,64,0,128
dynamic,AI_CORE,"4,64,128;64,128,128;64,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,56.27,attention_generation,4,2048,64,1,128
dynamic,AI_CORE,"4,64,128;64,128,512;64,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,53.52,attention_generation,4,2048,64,4,128
dynamic,AI_CORE,"4,64,128;64,128,1024;64,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,61.17,attention_generation,4,2048,64,8,128
dynamic,AI_CORE,"4,8,128;128,128,1024;128,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,80.57,attention_generation,4,4096,8,0,128
dynamic,AI_CORE,"4,8,128;128,128,128;128,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,55.22,attention_generation,4,4096,8,1,128
dynamic,AI_CORE,"4,8,128;128,128,512;128,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,58.70,attention_generation,4,4096,8,4,128
dynamic,AI_CORE,"4,8,128;128,128,1024;128,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,79.65,attention_generation,4,4096,8,8,128
dynamic,AI_CORE,"4,16,128;128,128,2048;128,128,2048",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,104.25,attention_generation,4,4096,16,0,128
dynamic,AI_CORE,"4,16,128;128,128,128;128,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,55.70,attention_generation,4,4096,16,1,128
dynamic,AI_CORE,"4,16,128;128,128,512;128,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,58.90,attention_generation,4,4096,16,4,128
dynamic,AI_CORE,"4,16,128;128,128,1024;128,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,81.49,attention_generation,4,4096,16,8,128
dynamic,AI_CORE,"4,32,128;128,128,4096;128,128,4096",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,251.53,attention_generation,4,4096,32,0,128
dynamic,AI_CORE,"4,32,128;128,128,128;128,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,51.21,attention_generation,4,4096,32,1,128
dynamic,AI_CORE,"4,32,128;128,128,512;128,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,59.31,attention_generation,4,4096,32,4,128
dynamic,AI_CORE,"4,32,128;128,128,1024;128,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,80.94,attention_generation,4,4096,32,8,128
dynamic,AI_CORE,"4,40,128;128,128,5120;128,128,5120",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,319.95,attention_generation,4,4096,40,0,128
dynamic,AI_CORE,"4,40,128;128,128,128;128,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,55.76,attention_generation,4,4096,40,1,128
dynamic,AI_CORE,"4,40,128;128,128,512;128,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,58.91,attention_generation,4,4096,40,4,128
dynamic,AI_CORE,"4,40,128;128,128,1024;128,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,40,128",DT_BF16,ND,81.20,attention_generation,4,4096,40,8,128
dynamic,AI_CORE,"4,64,128;128,128,8192;128,128,8192",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,493.95,attention_generation,4,4096,64,0,128
dynamic,AI_CORE,"4,64,128;128,128,128;128,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,62.19,attention_generation,4,4096,64,1,128
dynamic,AI_CORE,"4,64,128;128,128,512;128,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,59.54,attention_generation,4,4096,64,4,128
dynamic,AI_CORE,"4,64,128;128,128,1024;128,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,64,128",DT_BF16,ND,80.94,attention_generation,4,4096,64,8,128
dynamic,AI_CORE,"4,8,128;256,128,1024;256,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,104.44,attention_generation,4,8192,8,0,128
dynamic,AI_CORE,"4,8,128;256,128,128;256,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,55.90,attention_generation,4,8192,8,1,128
dynamic,AI_CORE,"4,8,128;256,128,512;256,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,78.18,attention_generation,4,8192,8,4,128
dynamic,AI_CORE,"4,8,128;256,128,1024;256,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,8,128",DT_BF16,ND,104.99,attention_generation,4,8192,8,8,128
dynamic,AI_CORE,"4,16,128;256,128,2048;256,128,2048",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,248.17,attention_generation,4,8192,16,0,128
dynamic,AI_CORE,"4,16,128;256,128,128;256,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,57.97,attention_generation,4,8192,16,1,128
dynamic,AI_CORE,"4,16,128;256,128,512;256,128,512",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,77.67,attention_generation,4,8192,16,4,128
dynamic,AI_CORE,"4,16,128;256,128,1024;256,128,1024",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,16,128",DT_BF16,ND,119.71,attention_generation,4,8192,16,8,128
dynamic,AI_CORE,"4,32,128;256,128,4096;256,128,4096",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,484.82,attention_generation,4,8192,32,0,128
dynamic,AI_CORE,"4,32,128;256,128,128;256,128,128",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"4,32,128",DT_BF16,ND,64.14,attention_generation,4,8192,32,1,128
