framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,gemm_type,mla_dtype,kv_cache_dtype,architecture,latency
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,4,10240,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,59.670771
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,4,12288,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,62.413354
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,4,16384,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,67.990220
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,4,32768,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,90.266455
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,1,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.224734
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,16,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.355211
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,32,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.443726
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,64,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.588480
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,128,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.899130
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,256,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,1.887848
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,512,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,4.297384
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,1024,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,13.120582
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,1536,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,28.066448
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,2048,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,45.361045
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,3072,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,74.779780
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,4096,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,101.187744
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,6144,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,107.892559
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,8192,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,113.542285
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,10240,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,118.842480
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,12288,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,124.566357
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,8,16384,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,135.569385
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,1,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.231467
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,16,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.443392
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,32,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.596165
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,64,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.900723
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,128,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,1.673747
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,256,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,3.234283
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,512,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,7.481277
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,1024,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,23.713086
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,1536,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,47.718252
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,2048,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,77.793691
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,3072,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,140.479570
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,4096,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,198.816133
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,6144,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,214.912676
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,16,8192,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,226.262305
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,1,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.262184
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,16,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.592403
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,32,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.885587
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,64,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,1.662582
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,128,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,3.024930
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,256,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,5.871340
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,512,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,14.348369
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,1024,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,43.044995
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,1536,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,86.444678
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,2048,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,140.853232
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,3072,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,248.029805
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,32,4096,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,353.196172
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,1,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.307233
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,16,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.899454
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,32,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,1.671430
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,64,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,3.024147
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,128,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,5.579612
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,256,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,11.655739
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,512,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,27.758726
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,1024,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,83.199414
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,1536,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,164.805117
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,64,2048,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,268.559824
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,128,1,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.392897
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,128,16,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,1.701694
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,128,32,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,3.029569
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,128,64,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,5.619202
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,128,128,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,11.283164
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,128,256,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,22.697834
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,128,512,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,54.714302
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,128,1024,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,161.604287
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,256,1,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,0.518252
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,256,16,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,3.063687
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,256,32,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,5.591933
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,256,64,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,11.300461
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,256,128,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,22.069417
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,256,256,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,45.484932
vllm-ascend,0.18.0,Ascend 910B,dsa_context_module,vllm_ascend_mla,256,512,4,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,107.859756
