run,phase,isl,tp,dp,ep,rank,op_type,input_shapes,count,min_us,avg_us,median_us,max_us
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Add,"3,154880;",88,7.62,10.21,9.36,70.30
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Add,3;,132,1.34,1.53,1.52,1.90
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Add,3;3,44,1.32,1.45,1.44,1.78
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Add,6;,44,1.48,1.63,1.62,1.86
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Add,"9,6144;9,6144",88,7.54,7.96,7.83,11.00
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,AddRmsNormBias,"9,6144;9,6144;6144;6144",6820,4.52,4.86,4.82,8.76
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,AddRmsNormDynamicQuant,"9,6144;9,6144;6144;6144",88,6.98,7.49,7.24,22.60
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,AddRmsNormDynamicQuantAiCore,"9,6144;9,6144;6144;6144",44,7.18,7.68,7.63,8.34
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ApplyTopKTopPCustom,"3,154880;3,154880;3;",44,276.72,356.04,284.32,1982.48
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ApplyTopKTopPCustom,"6,154880;6,154880;6;",44,289.24,416.51,296.15,3749.78
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ArgMaxV2,"3,154880;",132,53.96,54.71,54.69,55.76
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,AscendQuantV2,"9,2048;2048;2048",3476,9.68,10.78,10.04,20.66
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,AscendQuantV2,"9,4096;4096;4096",3476,9.70,10.98,10.02,20.54
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,AscendQuantV2Aicore,"9,2048;2048;2048",44,11.52,11.80,11.78,12.16
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,AscendQuantV2Aicore,"9,4096;4096;4096",44,9.70,9.93,9.92,10.22
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,BroadcastTo,1;1,176,1.28,1.44,1.42,1.94
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,BroadcastTo,;1,44,1.44,1.56,1.54,1.78
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,1,176,1.12,1.33,1.32,1.66
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,3,616,1.08,1.36,1.32,2.12
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,"3,1",44,1.28,1.44,1.38,1.72
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,"3,154880",88,4.08,6.52,6.52,9.94
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,"3,2",44,1.42,1.67,1.67,2.10
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,"3,3",88,1.10,1.29,1.28,1.74
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,"3,8",3388,1.04,2.08,1.34,7.80
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,6,88,93.60,128.43,123.86,230.76
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,"6,154880",44,7.80,8.22,8.13,10.06
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,9,572,1.08,1.34,1.30,2.00
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Cast,"9,128",6952,1.12,1.35,1.32,10.60
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,CastAiCore,9,220,1.10,1.33,1.26,3.06
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,CastAiCore,"9,128",88,1.28,1.44,1.42,1.86
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ClipByValueV2,3;;,44,5.02,5.40,5.40,5.90
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ConcatD,"9,6144;9,6144",88,3.66,3.89,3.86,4.16
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,DSARandomUniform,N/A,132,1.12,31.07,44.72,53.38
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,DispatchFFNCombine,"3,6144;8,6144,4096;8,2048,6144;3,8;32768;49152;3,8",3300,255.58,308.45,300.64,19546.82
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,DynamicQuant,"9,3072",132,5.58,6.23,6.10,9.70
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,DynamicQuant,"9,512",3388,5.32,6.46,6.06,25.60
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,DynamicQuant,"9,6144",3388,6.08,19.73,16.46,3297.96
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Equal,3;,44,2.00,2.16,2.16,2.36
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Equal,"9,1;",88,1.74,1.93,1.92,2.30
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Fill,1;,572,1.14,1.58,1.56,3.12
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Fill,2;,44,1.44,1.55,1.52,1.76
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,FloorDiv,3;,44,37.64,51.76,45.71,98.30
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,FloorMod,3;3,44,2.28,2.41,2.40,2.60
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GatherElementsV2,"3,1584;3,1",44,3.46,3.66,3.62,4.00
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GatherElementsV2,"3,3;3,1",44,4.24,4.64,4.66,5.02
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GatherV2,"38720,6144;9;1",88,3.48,3.75,3.72,4.08
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GatherV2AiCore,"38720,6144;9;1",44,3.48,3.79,3.72,5.44
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Greater,3;,44,2.80,3.10,3.07,3.48
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GreaterEqual,"3,154880;",88,8.98,11.42,10.36,19.66
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GreaterEqual,3;,88,2.76,3.04,3.05,3.40
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GreaterEqual,9;,132,2.32,2.70,2.55,3.66
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GroupedMatmul,"6656,2048;8,2048,6144;;8,6144;;;;8;6656",88,36.58,60.49,60.43,76.66
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,GroupedMatmulSwigluQuant,"6656,6144;8,128,384,16,32;8,4096;6656;8",88,95.98,135.07,133.58,174.08
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,"202752,64;1;2;9",264,6.78,8.72,8.66,16.84
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,272;1;1;3,88,8.84,9.38,9.44,10.02
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,340;1;1;9,132,6.80,9.02,9.10,16.56
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,3;1;1;3,44,7.84,8.75,8.66,13.04
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,6;1;1;6,44,6.96,8.18,8.19,9.28
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,"9,154880;1;2;3",44,19.02,19.47,19.22,26.50
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,"9,154880;1;2;6",44,30.70,31.53,31.04,38.42
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,"9,6144;1;2;3",132,7.20,9.50,9.58,16.66
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,"9,6144;1;2;9",88,10.20,12.07,13.01,17.18
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Index,9;1;1;6,44,9.68,10.20,9.86,16.72
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,IndexFill,"3,3;;",44,23.32,25.29,25.16,27.34
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,IndexPutV2,272;3;1;1;3,44,8.88,9.11,9.06,9.70
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LayerNormV3,"9,128;128;128",3476,6.02,7.43,7.40,15.04
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LayerNormV3WithImplMode,"9,128;128;128",44,7.42,8.16,8.11,9.60
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Less,"3,3;",44,2.70,2.88,2.90,3.14
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Less,9;,88,2.24,2.54,2.55,3.04
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LessAiCore,9;,44,2.48,2.74,2.70,3.36
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LightningIndexer,"9,32,128;1765,128,1,128;9,32;3;3;3,1584",3520,41.68,67.80,68.16,78.16
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LinearIndex,3;1,44,1.94,2.10,2.04,3.32
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LinearIndex,6;1,44,1.68,1.82,1.76,3.20
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Log,"3,154880",88,7.10,8.57,8.56,12.62
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LogicalAnd,"3,3;3,3",44,1.52,1.70,1.67,1.98
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LogicalAnd,9;9,88,1.22,1.52,1.54,1.86
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LogicalAndAiCore,9;9,44,1.44,1.67,1.61,3.00
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LogicalNot,9,88,1.38,1.49,1.48,1.66
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,LogicalNotAiCore,9,44,1.38,1.52,1.48,2.14
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MaskedFill,"3,154880;3,154880;",88,10.36,16.46,13.98,75.96
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MaskedFill,3;3;,88,1.86,2.14,2.12,2.54
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MaskedFill,"9,6144;9,1;",88,14.38,15.84,15.57,22.72
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MaskedFillAiCore,"9,6144;9,1;",44,14.40,14.91,14.85,15.50
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulCommon,"9,6144;128,6144",44,15.14,15.64,15.62,16.28
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulCommon,"9,6144;256,6144",44,8.96,9.52,9.53,10.08
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulCommon,"9,6144;32,6144",44,13.30,13.45,13.43,13.64
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulV2,"3,6144;38720,6144",88,406.96,425.26,425.15,442.06
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulV2,"9,12288;6144,12288",88,127.78,174.98,175.91,221.78
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulV2,"9,6144;128,6144",3476,13.24,14.60,14.50,25.52
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulV2,"9,6144;256,6144",3344,8.36,10.07,10.20,11.92
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulV2,"9,6144;32,6144",3476,11.76,13.18,13.18,23.52
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulV2,"9,6144;38720,6144",44,425.76,431.18,431.29,435.06
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MatMulV2,"9,6144;6144,6144",88,62.30,84.52,84.71,107.38
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MemSet,N/A,6688,5.36,10.46,10.95,21.42
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MoeDistributeCombineV2,"6656,6144;3,8;851968;256;3,8;1;;;;;6656;;;;;;;",88,29.32,89.81,93.45,145.80
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MoeDistributeDispatchV2,"3,6144;3,8;;;;;",88,47.88,444.55,62.73,3517.72
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MoeGatingTopK,"3,256;256",3388,4.14,5.05,4.94,9.80
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Mul,"3,154880;",88,7.38,9.71,8.26,57.12
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Mul,3;,44,1.36,1.54,1.52,1.90
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Mul,9;,88,1.70,1.88,1.84,2.46
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Mul,9;9,88,1.86,2.13,2.14,2.44
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MulAiCore,9;,44,1.68,1.84,1.76,3.34
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,MulAiCore,9;9,44,1.88,2.12,2.07,3.40
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Neg,"3,154880",88,8.18,25.97,10.00,993.12
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,NotEqual,"3,3;",44,1.70,1.85,1.82,2.12
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,NotEqual,3;,44,2.48,2.72,2.68,3.14
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,PadV3,"9,256;4;",3344,13.68,18.73,18.80,22.34
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,PadV3,"9,6144;4;",3344,15.86,19.54,19.40,27.56
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,PadV3AiCore,"9,256;4;",44,18.00,20.78,21.00,22.40
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,PadV3AiCore,"9,6144;4;",44,21.60,22.75,22.68,23.92
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,PadV3AiCore,N/A,88,7.00,10.75,11.09,15.18
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,QuantBatchMatmulV3,"9,2048;128,128,16,32;4096;4096",3520,17.82,19.88,19.86,28.16
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,QuantBatchMatmulV3,"9,3072;192,192,16,32;6144;9",132,24.28,25.38,25.40,26.88
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,QuantBatchMatmulV3,"9,4096;192,256,16,32;6144;6144",3520,29.14,32.01,31.79,39.62
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,QuantBatchMatmulV3,"9,512;192,32,16,32;6144;9",3388,16.20,23.34,20.08,329.48
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,QuantBatchMatmulV3,"9,6144;192,384,16,32;6144;9",132,38.90,40.84,40.99,46.10
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,QuantBatchMatmulV3,"9,6144;32,384,16,32;1024;9",3388,20.52,37.09,28.42,3523.82
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,RealDiv,"3,154880;3,1",44,12.80,13.40,13.21,15.74
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,RealDiv,"3,154880;3,154880",44,9.56,10.35,10.30,11.60
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,RealDiv,"6,154880;6,1",44,14.20,14.93,14.85,17.62
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ReduceSum,"3,3;1",44,3.94,4.36,4.35,5.00
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,RmsNorm,"3,6144;6144",88,3.64,3.83,3.78,4.36
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,RmsNorm,"9,6144;6144",308,4.74,5.73,5.91,7.74
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ScatterElementsV2,340;3;3,44,2.54,2.89,2.89,3.84
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ScatterElementsV2,340;6;6,44,2.14,2.30,2.24,3.50
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ScatterNdUpdate,"225920,128;9,1;9,128",704,11.64,12.42,12.30,16.38
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ScatterNdUpdateAiCore,"225920,128;9,1;9,128",2816,6.82,12.41,12.34,17.90
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SelectV2,3;3;3,44,2.00,2.15,2.14,2.40
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SelectV2,3;;3,88,2.56,2.83,2.82,3.32
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SelectV2,"9,1;;9,6144",88,16.48,17.23,17.15,20.68
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Slice,"202752,128;2;2",264,24.44,32.45,26.00,47.38
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SoftmaxV2,"3,154880",44,46.30,46.87,46.91,47.54
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SoftmaxV2,"6,154880",44,46.34,46.94,47.00,47.90
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Sort,"3,154880",44,183.64,184.95,184.85,187.16
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Sort,"6,154880",44,208.32,209.44,209.43,211.20
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SparseFlashAttention,"9,16,512;1765,128,1,512;1765,128,1,512;9,1,2048;3,1584;3;3;9,16,64;1765,128,1,64",3520,86.98,92.36,91.82,115.06
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Sub,3;,44,2.66,2.82,2.79,3.26
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Sub,9;9,88,2.26,2.66,2.66,3.32
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SubAiCore,9;9,44,2.54,2.84,2.77,4.34
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SwiGlu,"9,1024",3388,3.28,13.90,14.12,18.26
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,SwiGlu,"9,6144",132,4.24,5.04,4.65,10.18
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,TensorMove,"6,154880",44,8.82,9.16,9.16,9.60
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Transpose,"2,3;2",44,15.20,15.91,15.68,18.16
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Transpose,"4,3,38720;3",88,10.94,11.99,11.96,13.74
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,Transpose,"4,9,38720;3",44,15.10,15.72,15.73,16.38
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,ZerosLike,"2,3",44,1.68,1.88,1.88,2.06
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,_triton_rope_siso,"9,1,128;9,64;9,64",88,2.94,3.18,3.20,3.46
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,_triton_rope_siso,"9,32,128;9,64;9,64",88,4.90,5.11,5.10,5.58
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,_triton_rope_siso_0,N/A,3432,2.60,2.99,2.94,10.62
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,_triton_rope_siso_1,N/A,3432,4.54,4.90,4.80,17.78
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,allgatherAicpuKernel,N/A,44,134.58,234.19,178.15,1877.54
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,batch_matmul_transpose,N/A,88,9.50,10.16,10.17,11.10
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,batch_matmul_transpose_0,N/A,3432,9.32,10.88,11.10,17.12
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,expand_kernel,3;3,88,1.48,1.79,1.78,2.44
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,hcom_allGather_,N/A,6996,6.66,11.35,10.80,52.06
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,hcom_allReduce_,N/A,14432,4.28,14.55,11.90,845.64
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,mla_preprocess,N/A,88,69.14,72.75,71.80,81.62
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,mla_preprocess_0_mix_aic,N/A,3432,68.60,73.36,72.50,86.74
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,muls_add_kernel,"9,6144;9,6144",88,4.88,5.19,5.18,5.90
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,muls_add_kernel_1,N/A,3300,4.42,4.91,4.74,9.74
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,prepare_inputs_padded_kernel,3;3;4,44,3.26,3.41,3.38,3.76
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,rejection_random_sample_kernel,"3;6;6,154880;3,1",44,2.14,2.53,2.52,3.06
dp0_pp0_tp0_dcp0_ep0_rank0_decode-20k,decode,20k,0,0,0,0,sample_recovered_tokens_kernel,"3;6;6,154880",44,54.30,54.71,54.66,55.42
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,Add,"1,154880;",100,7.40,9.54,7.62,55.44
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,Add,1;,150,1.32,1.51,1.50,1.88
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,Add,1;1,50,1.20,1.33,1.32,1.54
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,Add,2;,50,1.42,1.61,1.60,1.84
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,Add,"3,6144;3,6144",100,4.20,4.58,4.56,5.46
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,AddRmsNormBias,"3,6144;3,6144;6144;6144",7750,3.46,3.87,3.84,13.54
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,AddRmsNormDynamicQuant,"3,6144;3,6144;6144;6144",100,5.06,5.37,5.34,5.78
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,AddRmsNormDynamicQuantAiCore,"3,6144;3,6144;6144;6144",50,5.94,6.32,6.25,6.84
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,ApplyTopKTopPCustom,"1,154880;1,154880;1;",50,258.20,262.40,261.04,308.64
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,ApplyTopKTopPCustom,"2,154880;2,154880;2;",50,260.82,270.96,270.49,290.72
dp0_pp0_tp0_dcp0_ep0_rank0_decode-2500,decode,2500,0,0,0,0,ArgMaxV2,"1,154880;",150,19.22,19.77,19.84,20.26
