run,phase,isl,tp,dp,ep,rank,op_type,input_shapes,count,min_us,avg_us,median_us,max_us
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,MoeTokenUnpermute,"2153,6144;2153;",1,30.40,30.40,30.40,30.40
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,MoeTokenUnpermute,"3255,6144;3255;",1,34.92,34.92,34.92,34.92
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,MoeTokenUnpermute,"3440,6144;3440;",1,34.50,34.50,34.50,34.50
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Mul,"4,154880;",1,9.36,9.36,9.36,9.36
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Mul,4096;,9,5.86,5.94,5.90,6.16
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Mul,4096;4096,9,6.14,6.28,6.28,6.40
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Mul,4;,1,2.06,2.06,2.06,2.06
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Mul,"5,154880;",2,8.44,9.89,9.89,11.34
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Mul,5;,2,1.58,1.67,1.67,1.76
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Muls,"256,6144",231,7.78,8.18,8.22,8.74
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Neg,"4,154880",1,1077.06,1077.06,1077.06,1077.06
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Neg,"5,154880",2,13.38,468.08,468.08,922.78
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,NotEqual,"4,1;",1,1.84,1.84,1.84,1.84
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,NotEqual,4;,1,2.70,2.70,2.70,2.70
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,NotEqual,"5,1;",2,1.88,1.93,1.93,1.98
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,NotEqual,5;,2,2.62,2.94,2.94,3.26
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,OneSideCommAicpuInit,N/A,1,27.72,27.72,27.72,27.72
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,QuantBatchMatmulV3,"256,2048;128,128,16,32;4096;4096",240,26.84,34.88,34.93,43.06
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,QuantBatchMatmulV3,"256,2048;192,128,16,32;6144;256",231,33.00,40.29,37.96,251.41
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,QuantBatchMatmulV3,"256,2048;512,128,16,32;16384;16384",240,54.54,86.48,86.80,105.04
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,QuantBatchMatmulV3,"256,6144;128,384,16,32;4096;256",231,53.00,2388.74,2247.22,21692.11
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,QuantBatchMatmulV3,"256,6144;82,384,16,32;2624;2624",240,33.42,34.72,34.54,37.76
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,QuantBatchMatmulV3,"4096,1024;192,64,16,32;6144;6144",240,137.50,141.49,141.49,146.08
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,QuantBatchMatmulV3,"4096,6144;48,384,16,32;1536;4096",9,146.62,148.07,147.52,151.58
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,QuantBatchMatmulV3,"4096,768;192,48,16,32;6144;4096",9,137.68,145.78,148.06,154.34
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RealDiv,"4,154880;4,1",1,14.98,14.98,14.98,14.98
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RealDiv,"4,154880;4,154880",1,10.36,10.36,10.36,10.36
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RealDiv,"5,154880;5,1",2,14.48,14.95,14.95,15.42
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RealDiv,"5,154880;5,154880",2,10.88,11.03,11.03,11.18
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ReduceSum,256;1,6,2.94,3.07,3.05,3.22
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ReduceSum,"32,8;1",18,5.10,7.79,8.81,9.54
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ReduceSum,"4,1;1",1,1.62,1.62,1.62,1.62
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ReduceSum,"5,1;1",2,1.80,1.90,1.90,2.00
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RepeatInterleave,256;256,6,19.66,19.95,19.99,20.26
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ReshapeAndCacheNdKernel,"4,1,512;4,1,64;1681,128,1,512;1681,128,1,64;4",1,2.90,2.90,2.90,2.90
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ReshapeAndCacheNdKernel,"4096,1,512;4096,1,64;1681,128,1,512;1681,128,1,64;4096",237,27.88,30.78,30.86,34.38
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ReshapeAndCacheNdKernel,"5,1,512;5,1,64;1681,128,1,512;1681,128,1,64;5",2,2.96,2.97,2.97,2.98
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RmsNorm,"256,2048;2048",240,10.86,18.77,18.84,25.78
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RmsNorm,"256,6144;6144",21,10.32,15.58,11.88,21.96
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RmsNorm,"4,6144;6144",2,5.04,5.09,5.09,5.14
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,RmsNorm,"5,6144;6144",4,4.92,5.03,4.98,5.22
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ScatterNdUpdate,"215168,128;4096,1;4096,128",240,98.40,121.18,122.01,131.44
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SelectV2,"256,1;;256,6144",6,25.28,26.50,26.66,26.98
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SelectV2,4;4;4,1,2.26,2.26,2.26,2.26
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SelectV2,4;;4,2,3.50,3.84,3.84,4.18
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SelectV2,5;5;5,2,2.06,2.34,2.34,2.62
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SelectV2,5;;5,4,2.90,3.22,3.02,3.94
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Slice,"202752,128;2;2",18,24.86,40.21,25.73,76.02
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Slice,"256,2624;2;2",480,2.88,3.77,4.02,4.88
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Slice,"256,64,256;3;3",240,8.72,9.19,9.03,15.64
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Slice,"32,256;2;2",18,2.26,2.96,3.07,3.54
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Slice,"4096,704;2;2",720,1.44,5.48,4.66,9.48
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SoftmaxV2,"4,154880",1,47.36,47.36,47.36,47.36
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SoftmaxV2,"5,154880",2,46.50,46.76,46.76,47.02
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Sort,"4,154880",1,197.24,197.24,197.24,197.24
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Sort,"5,154880",2,210.64,213.33,213.33,216.02
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SparseFlashAttention,"256,64,512;1681,128,1,512;1681,128,1,512;256,1,2048;4,1584;4;4;256,64,64;1681,128,1,64",80,95.54,736.84,754.12,771.20
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SparseFlashAttention,"256,64,512;1681,128,1,512;1681,128,1,512;256,1,2048;5,1584;5;5;256,64,64;1681,128,1,64",160,95.22,813.59,831.71,871.62
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Sub,4096;4096,9,3.48,3.61,3.64,3.72
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Sub,4;,3,1.56,2.08,1.68,3.00
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Sub,5;,6,1.40,2.09,1.79,3.08
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SwiGlu,"256,4096",231,15.86,17.40,16.78,23.12
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,SwiGlu,"4096,1536",9,23.58,24.10,23.76,26.00
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,TensorMove,"256,6144",249,7.94,10.49,10.42,11.88
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,TensorMove,"4096,1,1,64",18,4.22,5.73,5.07,9.70
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,TensorMove,"4096,6144",3,50.86,53.29,51.36,57.66
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Transpose,"16,4,9680;3",3,16.80,18.22,17.40,20.46
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Transpose,"16,5,9680;3",6,15.92,16.66,16.80,17.00
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Transpose,"256,16,1024;3",240,15.64,17.16,16.59,23.08
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,Transpose,"64,256,512;3",240,16.74,23.89,23.70,34.38
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ZerosLike,"2,4",1,1.92,1.92,1.92,1.92
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,ZerosLike,"2,5",2,1.98,1.99,1.99,2.00
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,_triton_rope_siso,"256,1,128;256,64;256,64",240,10.34,10.97,10.81,15.64
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,_triton_rope_siso,"256,32,128;256,64;256,64",240,21.42,23.74,23.55,29.70
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,allgatherAicpuKernel,N/A,18,231.18,272.19,258.21,488.09
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,batch_getAicpuKernel,N/A,4,34.14,48.52,46.57,66.78
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,batch_matmul_transpose,N/A,240,31.82,38.62,38.70,45.08
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,broadcastAicpuKernel,N/A,234,520.55,139243.06,4757.26,20113626.31
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,hccl_batchGet_,N/A,4,256.02,313.18,309.48,377.75
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,hcom_allGather_,N/A,542,9.94,127.64,83.91,4329.19
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,hcom_alltoall_,N/A,480,68.96,138.71,102.66,1171.92
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,hcom_alltoallv_,N/A,36,120.06,324.72,265.40,648.95
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,hcom_broadcast_,N/A,234,502.75,129292.17,535.42,20114241.92
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,hcom_reduceScatter_,N/A,276,11.08,5750.53,390.60,1258829.97
dp1_pp0_tp0_dcp0_ep16_rank0_prefill-2500,prefill,2500,0,1,16,0,reduce_scatterAicpuKernel,N/A,264,193.10,119667.03,222.18,20111780.83
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Add,"2,154880;",88,7.18,9.11,8.14,49.32
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Add,2;,132,1.38,1.54,1.52,1.88
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Add,2;2,44,1.34,1.48,1.46,1.88
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Add,4;,44,1.40,1.63,1.60,2.06
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Add,"6,6144;6,6144",88,6.22,6.55,6.46,9.16
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,AddRmsNormBias,"6,6144;6,6144;6144;6144",6820,3.98,4.29,4.26,11.46
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,AddRmsNormDynamicQuant,"6,6144;6,6144;6144;6144",88,5.98,6.42,6.27,13.60
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,AddRmsNormDynamicQuantAiCore,"6,6144;6,6144;6144;6144",44,6.76,7.25,7.20,7.74
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,ApplyTopKTopPCustom,"2,154880;2,154880;2;",44,264.16,272.73,268.52,287.47
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,ApplyTopKTopPCustom,"4,154880;4,154880;4;",44,279.63,286.24,285.58,296.57
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,ArgMaxV2,"2,154880;",132,36.68,37.28,37.24,38.34
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,AscendQuantV2,"6,2048;2048;2048",3476,10.56,11.46,10.96,19.72
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,AscendQuantV2,"6,4096;4096;4096",3476,9.54,11.55,11.00,20.02
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,AscendQuantV2Aicore,"6,2048;2048;2048",44,17.84,19.10,19.16,19.50
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,AscendQuantV2Aicore,"6,4096;4096;4096",44,10.60,11.00,10.97,11.54
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,BroadcastTo,1;1,176,1.28,1.45,1.44,1.96
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,BroadcastTo,;1,44,1.44,1.53,1.52,1.82
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,1,176,1.14,1.40,1.40,1.98
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,2,616,1.08,1.38,1.34,2.06
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,"2,1",44,1.30,1.49,1.43,1.92
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,"2,154880",88,4.24,6.62,6.63,9.30
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,"2,2",44,1.30,1.48,1.45,1.82
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,"2,3",88,1.12,1.32,1.28,1.84
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,"2,8",3344,1.04,1.85,1.52,7.30
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,4,88,91.78,120.83,114.36,342.57
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,"4,154880",44,9.08,9.81,9.82,10.34
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,6,572,1.08,1.36,1.32,2.10
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Cast,"6,128",6952,1.10,1.31,1.28,5.20
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,CastAiCore,"2,8",44,1.12,1.79,1.59,4.56
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,CastAiCore,6,220,1.08,1.48,1.46,2.46
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,CastAiCore,"6,128",88,1.22,1.40,1.38,1.96
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,ClipByValueV2,2;;,44,4.94,5.48,5.49,6.22
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,ConcatD,"6,6144;6,6144",88,2.96,3.19,3.18,3.46
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,DSARandomUniform,N/A,132,1.10,21.13,30.18,40.56
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,DispatchFFNCombine,"2,6144;8,6144,4096;8,2048,6144;2,8;32768;49152;2,8",3300,268.23,327.58,322.55,5663.87
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,DynamicQuant,"6,3072",132,4.42,5.29,4.76,17.14
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,DynamicQuant,"6,512",3388,4.36,5.16,4.76,23.06
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,DynamicQuant,"6,6144",3388,5.76,17.69,13.94,3636.93
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Equal,2;,44,1.84,2.08,2.07,2.52
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Equal,"6,1;",88,1.72,1.93,1.92,2.24
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Fill,1;,572,1.18,1.58,1.56,3.58
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Fill,2;,44,1.44,1.55,1.56,1.78
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,FloorDiv,2;,44,30.08,40.69,39.54,76.58
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,FloorMod,2;2,44,2.18,2.52,2.50,2.94
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GatherElementsV2,"2,1584;2,1",44,3.32,3.65,3.62,3.98
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GatherElementsV2,"2,3;2,1",44,4.20,4.59,4.58,5.00
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GatherV2,"38720,6144;6;1",88,3.12,3.39,3.38,3.74
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GatherV2AiCore,"38720,6144;6;1",44,3.18,3.61,3.59,4.10
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Greater,2;,44,2.94,3.14,3.12,3.50
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GreaterEqual,"2,154880;",88,8.02,10.85,9.59,41.74
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GreaterEqual,2;,88,2.80,3.05,3.05,3.38
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GreaterEqual,6;,132,2.34,2.76,2.54,4.12
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GroupedMatmul,"6656,2048;8,2048,6144;;8,6144;;;;8;6656",88,30.48,59.02,60.14,81.58
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,GroupedMatmulSwigluQuant,"6656,6144;8,128,384,16,32;8,4096;6656;8",88,72.10,129.82,133.80,188.08
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,"202752,64;1;2;6",264,6.80,8.72,8.50,16.60
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,272;1;1;2,88,8.70,9.12,9.16,9.84
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,2;1;1;2,44,8.74,9.65,9.30,16.22
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,340;1;1;6,132,6.90,9.31,9.44,16.64
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,4;1;1;4,44,7.02,8.13,8.07,9.26
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,"6,154880;1;2;2",44,14.40,15.07,14.72,21.90
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,"6,154880;1;2;4",44,22.12,22.56,22.42,28.58
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,"6,6144;1;2;2",132,7.10,8.98,9.01,16.40
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,"6,6144;1;2;6",88,10.00,10.82,10.66,17.98
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Index,6;1;1;4,44,9.16,9.64,9.45,16.60
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,IndexFill,"2,3;;",44,20.10,22.48,22.52,24.94
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,IndexPutV2,272;2;1;1;2,44,9.40,9.62,9.60,10.12
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LayerNormV3,"6,128;128;128",3476,5.22,6.44,6.42,13.14
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LayerNormV3WithImplMode,"6,128;128;128",44,6.46,7.15,7.18,7.72
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Less,"2,3;",44,2.60,2.90,2.88,3.26
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Less,6;,88,2.28,2.59,2.64,2.98
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LessAiCore,6;,44,2.46,3.00,3.03,3.58
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LightningIndexer,"6,32,128;1765,128,1,128;6,32;2;2;2,1584",3520,41.80,60.23,60.36,70.00
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LinearIndex,2;1,44,1.94,2.08,2.04,3.26
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LinearIndex,4;1,44,1.64,1.82,1.78,2.88
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,Log,"2,154880",88,5.50,9.42,7.62,52.62
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LogicalAnd,"2,3;2,3",44,1.54,1.70,1.67,2.04
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LogicalAnd,6;6,88,1.26,1.53,1.54,1.88
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LogicalAndAiCore,6;6,44,1.46,1.76,1.74,2.10
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LogicalNot,6,88,1.42,1.53,1.52,1.74
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,LogicalNotAiCore,6,44,1.44,1.73,1.74,2.10
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,MaskedFill,"2,154880;2,154880;",88,10.06,15.95,14.75,53.30
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,MaskedFill,2;2;,88,1.98,2.20,2.15,2.68
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,MaskedFill,"6,6144;6,1;",88,14.38,16.42,16.21,25.06
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,MaskedFillAiCore,"6,6144;6,1;",44,14.18,14.53,14.53,15.26
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,MatMulCommon,"6,6144;128,6144",44,15.16,15.61,15.57,16.26
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,MatMulCommon,"6,6144;256,6144",44,8.96,9.36,9.29,10.42
dp2_pp0_tp0_dcp0_ep8_rank0_decode-20k,decode,20k,0,2,8,0,MatMulCommon,"6,6144;32,6144",44,12.86,13.13,13.12,13.52
