op_type,input_shapes,runs_seen,total_count,min_us,avg_us,median_us,max_us
ReshapeAndCacheNdKernel,"1,1,512;1,1,64;1678,128,1,512;1678,128,1,64;1",2,14,2.08,2.47,2.44,2.96
ReshapeAndCacheNdKernel,"1,1,512;1,1,64;1681,128,1,512;1681,128,1,64;1",1,5,1.96,2.36,2.44,2.58
ReshapeAndCacheNdKernel,"1,1,512;1,1,64;1680,128,1,512;1680,128,1,64;1",1,3,2.22,2.29,2.32,2.34
ReshapeAndCacheNdKernel,"5,1,512;5,1,64;1681,128,1,512;1681,128,1,64;5",1,2,2.96,2.97,2.97,2.98
ReshapeAndCacheNdKernel,"6,1,512;6,1,64;1678,128,1,512;1678,128,1,64;6",1,1,3.64,3.64,3.64,3.64
ReshapeAndCacheNdKernel,"5,1,512;5,1,64;1678,128,1,512;1678,128,1,64;5",1,1,3.04,3.04,3.04,3.04
ReshapeAndCacheNdKernel,"4,1,512;4,1,64;1681,128,1,512;1681,128,1,64;4",1,1,2.90,2.90,2.90,2.90
RmsNorm,"256,2048;2048",6,2080,10.08,18.93,19.14,26.34
RmsNorm,"3,6144;6144",4,857,3.50,4.53,4.80,5.82
RmsNorm,"9,6144;6144",2,329,4.50,5.72,5.90,7.74
RmsNorm,"6,6144;6144",3,328,4.16,5.31,5.50,6.18
RmsNorm,"1,6144;6144",7,262,3.14,3.51,3.34,4.90
RmsNorm,"256,6144;6144",6,252,10.18,15.73,11.85,27.34
RmsNorm,"24,6144;6144",1,114,4.48,7.68,8.65,12.42
RmsNorm,"2,6144;6144",2,92,3.42,3.66,3.64,4.08
RmsNorm,"114,2048;2048",1,80,8.34,14.37,14.46,18.96
RmsNorm,"8,6144;6144",1,38,5.38,5.66,5.69,6.14
RmsNorm,"1365,6144;6144",4,20,39.02,40.73,40.69,45.44
RmsNorm,"27,6144;6144",1,19,9.48,9.88,9.88,10.28
RmsNorm,"21,6144;6144",1,16,4.30,7.20,7.83,8.64
RmsNorm,"114,6144;6144",2,14,7.50,11.97,9.42,16.94
RmsNorm,"15,6144;6144",1,14,4.86,6.19,6.30,7.38
RmsNorm,"18,6144;6144",1,12,4.26,6.30,7.15,7.56
RmsNorm,"5,6144;6144",3,10,3.96,4.70,4.93,5.32
RmsNorm,"12,6144;6144",1,7,5.24,6.05,6.22,6.64
RmsNorm,"7,6144;6144",1,4,5.42,5.50,5.49,5.60
RmsNorm,"4,6144;6144",2,4,3.88,4.50,4.50,5.14
RmsNorm,"608,6144;6144",1,2,30.14,30.27,30.27,30.40
ScatterElementsV2,340;2;2,4,156,2.02,2.43,2.30,4.86
ScatterElementsV2,340;1;1,3,110,2.46,2.91,2.92,3.52
ScatterElementsV2,340;6;6,2,49,2.14,2.32,2.24,3.50
ScatterElementsV2,340;3;3,2,47,2.54,2.89,2.88,3.84
ScatterElementsV2,340;4;4,2,47,1.96,2.26,2.22,3.14
ScatterElementsV2,340;8;8,1,19,2.26,2.91,2.96,3.20
ScatterElementsV2,340;16;16,1,18,2.24,2.42,2.38,2.68
ScatterElementsV2,340;7;7,1,2,2.82,2.88,2.88,2.94
ScatterElementsV2,340;5;5,1,2,2.72,2.84,2.84,2.96
ScatterElementsV2,340;14;14,1,2,2.40,2.48,2.48,2.56
ScatterElementsV2,340;10;10,1,2,2.36,2.37,2.37,2.38
ScatterElementsV2,340;12;12,1,2,2.32,2.33,2.33,2.34
ScatterNdUpdate,"225920,128;3,1;3,128",3,1745,11.84,13.37,13.70,17.40
ScatterNdUpdate,"214784,128;4096,1;4096,128",3,1280,97.92,121.05,121.46,140.58
ScatterNdUpdate,"225920,128;9,1;9,128",2,752,11.64,12.52,12.32,16.38
ScatterNdUpdate,"225920,128;6,1;6,128",2,736,13.08,13.81,13.82,17.52
ScatterNdUpdate,"215168,128;4096,1;4096,128",2,640,98.40,120.06,120.95,136.22
ScatterNdUpdate,"225920,128;27,1;27,128",1,266,13.52,14.10,14.10,14.50
ScatterNdUpdate,"215040,128;4096,1;4096,128",1,160,99.60,116.28,116.78,126.26
ScatterNdUpdate,"215040,128;1824,1;1824,128",1,80,53.12,57.00,57.30,63.52
ScatterNdUpdate,"225920,128;21,1;21,128",1,60,13.62,14.03,14.01,14.84
ScatterNdUpdate,"225920,128;24,1;24,128",1,38,13.64,14.07,13.95,16.44
ScatterNdUpdate,"225920,128;15,1;15,128",1,32,13.44,13.93,13.95,14.24
ScatterNdUpdate,"225920,128;12,1;12,128",1,16,13.50,13.85,13.89,14.16
ScatterNdUpdate,"225920,128;18,1;18,128",1,4,13.68,13.79,13.73,14.02
ScatterNdUpdateAiCore,"225920,128;3,1;3,128",3,6975,5.52,13.41,13.74,18.44
ScatterNdUpdateAiCore,"225920,128;9,1;9,128",2,3008,6.82,12.51,12.36,17.90
ScatterNdUpdateAiCore,"225920,128;6,1;6,128",2,2944,8.92,13.85,13.82,19.48
ScatterNdUpdateAiCore,"225920,128;27,1;27,128",1,1216,12.88,14.17,14.14,17.34
ScatterNdUpdateAiCore,"225920,128;21,1;21,128",1,256,13.56,14.05,14.02,16.34
ScatterNdUpdateAiCore,"225920,128;15,1;15,128",1,128,13.30,14.09,14.01,16.68
ScatterNdUpdateAiCore,"225920,128;12,1;12,128",1,64,13.10,13.88,13.91,14.88
SelectV2,1;;1,7,262,1.50,1.86,1.86,2.48
SelectV2,"3,1;;3,6144",3,218,15.84,16.70,16.48,20.98
SelectV2,1;1;1,7,131,1.80,2.05,2.02,2.84
SelectV2,"9,1;;9,6144",2,94,16.14,17.18,17.12,20.68
SelectV2,3;;3,2,94,2.56,2.83,2.82,3.32
SelectV2,"6,1;;6,6144",2,92,16.68,17.24,17.25,18.42
SelectV2,2;;2,2,92,2.62,2.95,2.89,3.62
SelectV2,"256,1;;256,6144",6,72,25.28,27.93,27.43,32.60
SelectV2,3;3;3,2,47,1.92,2.16,2.14,2.40
SelectV2,2;2;2,2,46,1.94,2.12,2.12,2.46
SelectV2,"24,1;;24,6144",1,38,16.60,17.76,17.53,21.30
SelectV2,8;;8,1,38,2.56,2.91,2.89,3.34
SelectV2,8;8;8,1,19,1.98,2.15,2.16,2.42
SelectV2,1365;;1365,4,10,2.94,3.10,3.11,3.30
SelectV2,5;;5,3,10,2.68,3.08,2.95,3.94
SelectV2,6;;6,2,6,2.64,3.10,2.93,3.92
SelectV2,5;5;5,3,5,1.80,2.11,2.06,2.62
SelectV2,"114,1;;114,6144",2,4,19.30,20.54,20.64,21.60
SelectV2,"15,1;;15,6144",1,4,15.74,16.37,16.26,17.22
SelectV2,"21,1;;21,6144",1,4,15.48,15.80,15.86,16.00
SelectV2,"18,1;;18,6144",1,4,13.34,13.94,13.99,14.44
SelectV2,4;;4,2,4,2.92,3.42,3.29,4.18
SelectV2,7;;7,1,4,2.62,2.73,2.69,2.92
SelectV2,6;6;6,2,3,2.10,2.12,2.12,2.14
SelectV2,"12,1;;12,6144",1,2,17.40,17.40,17.40,17.40
SelectV2,4;4;4,2,2,2.06,2.16,2.16,2.26
SelectV2,7;7;7,1,2,2.08,2.10,2.10,2.12
SelectV2,608;;608,1,1,2.76,2.76,2.76,2.76
Slice,"4096,704;2;2",6,6198,1.44,5.42,4.52,13.34
Slice,"256,2624;2;2",6,4160,2.76,3.89,3.98,5.60
Slice,"256,64,256;3;3",6,2080,8.10,9.91,9.96,18.56
Slice,"202752,128;2;2",11,1530,23.18,33.79,25.94,94.38
Slice,"1824,704;2;2",1,238,2.98,4.03,3.58,6.58
Slice,"32,256;2;2",6,228,2.20,3.11,3.30,4.22
Slice,"114,2624;2;2",1,160,2.76,3.16,3.10,3.82
Slice,"114,64,256;3;3",1,80,4.30,4.80,4.82,5.48
SoftmaxV2,"2,154880",4,155,45.18,46.30,46.20,47.98
SoftmaxV2,"1,154880",7,131,44.76,45.22,45.20,45.92
SoftmaxV2,"6,154880",3,50,46.34,46.97,47.00,47.96
SoftmaxV2,"4,154880",3,48,45.84,46.90,46.94,47.98
SoftmaxV2,"3,154880",2,47,46.30,46.87,46.90,47.54
SoftmaxV2,"8,154880",1,20,46.66,47.31,47.27,47.86
SoftmaxV2,"16,154880",1,19,48.34,48.91,48.84,50.52
SoftmaxV2,"5,154880",3,5,46.18,46.65,46.68,47.02
SoftmaxV2,"14,154880",1,2,48.02,48.39,48.39,48.76
SoftmaxV2,"12,154880",1,2,48.02,48.25,48.25,48.48
SoftmaxV2,"10,154880",1,2,47.32,47.56,47.56,47.80
SoftmaxV2,"7,154880",1,2,47.42,47.49,47.49,47.56
Sort,"2,154880",4,155,230.94,234.99,235.28,238.94
Sort,"1,154880",7,131,229.37,233.20,232.72,241.76
Sort,"6,154880",3,50,208.32,209.72,209.56,216.02
Sort,"4,154880",3,48,186.16,188.09,187.76,197.24
Sort,"3,154880",2,47,183.64,185.00,184.86,187.16
Sort,"8,154880",1,20,227.47,229.59,229.75,231.07
Sort,"16,154880",1,19,236.43,237.49,237.47,238.77
Sort,"5,154880",3,5,208.97,212.80,210.64,219.06
Sort,"14,154880",1,2,236.49,236.62,236.62,236.75
Sort,"7,154880",1,2,227.25,227.39,227.39,227.53
Sort,"12,154880",1,2,202.57,203.48,203.48,204.39
Sort,"10,154880",1,2,199.19,199.58,199.58,199.97
SparseFlashAttention,"3,16,512;1765,128,1,512;1765,128,1,512;3,1,2048;1,1584;1;1;3,16,64;1765,128,1,64",3,8719,83.52,89.17,88.40,119.85
SparseFlashAttention,"9,16,512;1765,128,1,512;1765,128,1,512;9,1,2048;3,1584;3;3;9,16,64;1765,128,1,64",2,3760,86.04,92.31,91.78,115.06
SparseFlashAttention,"6,16,512;1765,128,1,512;1765,128,1,512;6,1,2048;2,1584;2;2;6,16,64;1765,128,1,64",2,3680,86.42,90.58,90.00,109.50
SparseFlashAttention,"27,16,512;1765,128,1,512;1765,128,1,512;27,1,2048;9,1584;9;9;27,16,64;1765,128,1,64",1,1482,150.41,155.62,155.10,165.67
SparseFlashAttention,"256,64,512;1678,128,1,512;1678,128,1,512;256,1,2048;1,1584;1;1;256,64,64;1678,128,1,64",2,1120,90.62,610.96,796.58,888.78
SparseFlashAttention,"256,64,512;1681,128,1,512;1681,128,1,512;256,1,2048;1,1584;1;1;256,64,64;1681,128,1,64",1,400,92.40,662.77,800.03,898.96
SparseFlashAttention,"21,16,512;1765,128,1,512;1765,128,1,512;21,1,2048;7,1584;7;7;21,16,64;1765,128,1,64",1,316,88.32,95.11,94.95,102.00
SparseFlashAttention,"256,64,512;1681,128,1,512;1681,128,1,512;256,1,2048;5,1584;5;5;256,64,64;1681,128,1,64",1,160,95.22,813.59,831.71,871.62
SparseFlashAttention,"256,64,512;1680,128,1,512;1680,128,1,512;256,1,2048;1,1584;1;1;256,64,64;1680,128,1,64",1,160,92.36,481.96,175.62,894.52
SparseFlashAttention,"15,16,512;1765,128,1,512;1765,128,1,512;15,1,2048;5,1584;5;5;15,16,64;1765,128,1,64",1,160,88.10,93.76,93.65,99.80
SparseFlashAttention,"256,64,512;1678,128,1,512;1678,128,1,512;256,1,2048;6,1584;6;6;256,64,64;1678,128,1,64",1,80,95.60,820.61,837.09,879.26
SparseFlashAttention,"256,64,512;1678,128,1,512;1678,128,1,512;256,1,2048;5,1584;5;5;256,64,64;1678,128,1,64",1,80,92.76,815.14,832.30,864.62
SparseFlashAttention,"256,64,512;1681,128,1,512;1681,128,1,512;256,1,2048;4,1584;4;4;256,64,64;1681,128,1,64",1,80,95.54,736.84,754.12,771.20
SparseFlashAttention,"114,64,512;1680,128,1,512;1680,128,1,512;114,1,2048;1,1584;1;1;114,64,64;1680,128,1,64",1,80,92.38,381.17,386.33,414.93
SparseFlashAttention,"12,16,512;1765,128,1,512;1765,128,1,512;12,1,2048;4,1584;4;4;12,16,64;1765,128,1,64",1,80,88.16,92.01,91.64,97.42
SparseFlashAttention,"24,16,512;1765,128,1,512;1765,128,1,512;24,1,2048;8,1584;8;8;24,16,64;1765,128,1,64",1,38,88.64,95.08,93.61,103.30
SparseFlashAttention,"18,16,512;1765,128,1,512;1765,128,1,512;18,1,2048;6,1584;6;6;18,16,64;1765,128,1,64",1,4,88.94,93.77,93.43,99.28
Sub,3;3,3,218,1.84,2.27,2.26,3.18
Sub,1;,7,175,1.36,2.28,2.38,3.26
Sub,4096;4096,6,108,3.02,3.54,3.54,4.90
Sub,9;9,2,94,2.26,2.65,2.66,3.32
Sub,6;6,2,92,2.20,2.74,2.80,3.42
Sub,3;,2,47,2.64,2.81,2.76,3.26
Sub,2;,2,46,2.62,2.89,2.87,3.30
Sub,24;24,1,38,2.22,2.43,2.36,2.78
Sub,8;,1,19,2.62,2.89,2.88,3.44
Sub,5;,3,11,1.40,2.27,1.98,3.08
Sub,1824;1824,2,6,2.46,2.78,2.80,2.98
Sub,6;,2,5,1.38,2.36,2.92,3.00
Sub,18;18,1,4,2.52,2.84,2.85,3.14
Sub,21;21,1,4,2.68,2.74,2.74,2.80
Sub,15;15,1,4,2.40,2.62,2.66,2.76
Sub,4;,2,4,1.56,2.29,2.30,3.00
Sub,7;,1,2,2.88,2.92,2.92,2.96
Sub,12;12,1,2,2.08,2.21,2.21,2.34
SubAiCore,3;3,3,109,2.22,2.90,2.92,3.32
SubAiCore,9;9,2,47,2.54,2.84,2.78,4.34
SubAiCore,6;6,2,46,2.54,2.99,2.98,3.36
SubAiCore,27;27,1,19,2.46,2.65,2.64,2.92
SubAiCore,21;21,1,4,2.56,2.94,2.99,3.22
SubAiCore,15;15,1,2,2.68,2.98,2.98,3.28
SubAiCore,12;12,1,1,2.60,2.60,2.60,2.60
SwiGlu,"3,1024",3,8394,2.98,3.71,3.40,22.88
SwiGlu,"9,1024",2,3619,3.28,13.89,14.12,18.26
SwiGlu,"6,1024",2,3542,3.28,14.22,14.36,17.76
SwiGlu,"256,4096",6,2772,12.32,17.12,16.76,41.58
SwiGlu,"27,1024",1,1425,6.02,14.57,14.66,17.38
SwiGlu,"3,6144",3,327,3.64,4.14,3.88,9.00
SwiGlu,"21,1024",1,304,4.74,15.38,15.58,18.84
SwiGlu,"114,4096",2,154,13.74,245.64,16.00,4251.38
SwiGlu,"15,1024",1,154,4.40,15.34,15.60,18.70
SwiGlu,"9,6144",2,141,4.24,5.06,4.64,10.18
SwiGlu,"6,6144",2,138,3.80,4.62,4.23,11.74
SwiGlu,"4096,1536",6,108,22.06,24.43,23.88,30.00
SwiGlu,"12,1024",1,77,3.28,20.29,3.80,343.77
SwiGlu,"27,6144",1,57,7.42,8.20,8.00,17.88
SwiGlu,"24,1024",1,38,4.68,4.89,4.88,5.16
SwiGlu,"21,6144",1,12,6.02,6.96,7.02,7.66
SwiGlu,"1824,1536",2,6,18.36,20.01,19.27,23.64
SwiGlu,"15,6144",1,6,5.26,6.09,6.36,6.60
SwiGlu,"18,1024",1,4,4.54,4.59,4.58,4.64
SwiGlu,"12,6144",1,3,4.86,5.40,5.08,6.26
TensorMove,"256,6144",6,2188,7.94,11.85,11.85,19.00
TensorMove,"4096,1,1,64",6,156,4.22,5.99,5.10,13.88
TensorMove,"2,154880",3,109,8.72,9.30,9.20,12.32
TensorMove,"114,6144",2,86,8.36,10.12,10.08,17.26
TensorMove,"6,154880",2,47,8.82,9.18,9.20,9.60
TensorMove,"4,154880",2,46,9.74,10.51,10.29,14.22
TensorMove,"4096,6144",6,22,50.86,66.44,68.90,73.18
TensorMove,"16,154880",1,19,12.10,12.33,12.32,12.62
TensorMove,"1365,6144",4,10,14.76,16.33,16.19,17.78
TensorMove,"1813,6144",2,3,35.60,37.09,35.86,39.82
TensorMove,"3621,6144",2,2,57.74,61.23,61.23,64.72
TensorMove,"14,154880",1,2,11.58,11.58,11.58,11.58
TensorMove,"12,154880",1,2,10.98,11.09,11.09,11.20
TensorMove,"10,154880",1,2,10.66,10.84,10.84,11.02
TensorMove,"608,6144",1,1,13.16,13.16,13.16,13.16
TensorMove,"8,154880",1,1,11.38,11.38,11.38,11.38
Transpose,"64,256,512;3",6,2080,15.28,21.47,21.15,36.92
Transpose,"256,16,1024;3",6,2080,14.18,16.37,16.10,24.74
Transpose,"4,3,38720;3",4,203,10.08,11.91,11.86,14.52
Transpose,"4,2,38720;3",2,92,10.90,13.33,13.23,14.68
Transpose,"114,16,1024;3",1,80,11.20,14.40,14.35,16.78
Transpose,"64,114,512;3",1,80,12.00,13.46,13.33,17.38
Transpose,"4,6,38720;3",2,50,12.54,13.66,13.56,15.20
Transpose,"4,9,38720;3",2,47,14.98,15.69,15.72,16.38
Transpose,"2,3;2",2,47,15.20,15.93,15.70,18.16
Transpose,"2,2;2",2,46,14.58,15.26,15.16,16.82
Transpose,"4,8,38720;3",1,38,13.70,15.56,15.80,17.74
Transpose,"16,1365,9680;3",4,20,635.14,640.37,639.72,649.19
Transpose,"4,24,38720;3",1,19,19.02,20.38,20.56,21.80
Transpose,"2,8;2",1,18,15.34,16.02,16.00,16.82
Transpose,"16,5,9680;3",2,9,13.66,15.77,16.42,17.00
Transpose,"4,7,38720;3",1,4,13.84,14.35,14.34,14.88
Transpose,"4,5,38720;3",1,4,11.74,12.76,12.71,13.88
Transpose,"16,4,9680;3",1,3,16.80,18.22,17.40,20.46
Transpose,"16,6,9680;3",1,3,14.10,14.17,14.14,14.26
Transpose,"16,608,9680;3",1,2,257.62,261.57,261.57,265.53
Transpose,"4,18,38720;3",1,2,20.14,20.24,20.24,20.34
Transpose,"4,21,38720;3",1,2,19.22,19.85,19.85,20.48
Transpose,"4,15,38720;3",1,2,17.76,17.92,17.92,18.08
Transpose,"2,7;2",1,2,15.86,16.08,16.08,16.30
Transpose,"2,6;2",1,2,15.44,15.63,15.63,15.82
Transpose,"2,5;2",1,2,15.28,15.63,15.63,15.98
Transpose,"4,4,38720;3",1,2,11.14,11.95,11.95,12.76
Transpose,"4,12,38720;3",1,1,17.54,17.54,17.54,17.54
Transpose,"2,4;2",1,1,14.86,14.86,14.86,14.86
ZerosLike,"2,1",7,131,1.66,1.89,1.86,2.34
ZerosLike,"2,3",2,47,1.68,1.88,1.88,2.06
ZerosLike,"2,2",2,46,1.78,1.93,1.92,2.20
ZerosLike,"2,8",1,19,1.70,1.92,1.90,2.24
ZerosLike,"2,1365",4,10,3.28,3.48,3.44,3.74
ZerosLike,"2,5",3,5,1.70,1.92,1.98,2.00
ZerosLike,"2,6",2,3,1.82,1.95,2.00,2.02
ZerosLike,"2,4",2,2,1.86,1.89,1.89,1.92
ZerosLike,"2,7",1,2,1.82,1.82,1.82,1.82
ZerosLike,"2,608",1,1,3.34,3.34,3.34,3.34
_triton_rope_siso,"256,32,128;256,64;256,64",6,2080,19.82,23.74,23.72,33.14
_triton_rope_siso,"256,1,128;256,64;256,64",6,2080,9.74,11.49,11.52,19.36
_triton_rope_siso,"3,32,128;3,64;3,64",3,218,3.70,3.91,3.86,4.38
_triton_rope_siso,"3,1,128;3,64;3,64",3,218,2.02,2.16,2.14,2.60
_triton_rope_siso,"9,32,128;9,64;9,64",2,94,4.88,5.11,5.10,5.58
_triton_rope_siso,"9,1,128;9,64;9,64",2,94,2.94,3.19,3.20,3.46
_triton_rope_siso,"6,32,128;6,64;6,64",2,92,4.16,4.35,4.32,4.86
_triton_rope_siso,"6,1,128;6,64;6,64",2,92,2.34,2.50,2.48,2.96
_triton_rope_siso,"114,32,128;114,64;114,64",1,80,13.86,14.29,14.08,18.52
_triton_rope_siso,"114,1,128;114,64;114,64",1,80,9.34,10.21,9.85,14.86
_triton_rope_siso,"24,32,128;24,64;24,64",1,38,7.26,7.66,7.52,9.16
_triton_rope_siso,"24,1,128;24,64;24,64",1,38,5.38,5.61,5.56,7.06
_triton_rope_siso,"21,32,128;21,64;21,64",1,4,6.96,7.01,7.01,7.06
_triton_rope_siso,"18,32,128;18,64;18,64",1,4,6.44,6.57,6.54,6.76
_triton_rope_siso,"15,32,128;15,64;15,64",1,4,5.84,5.96,5.98,6.06
_triton_rope_siso,"21,1,128;21,64;21,64",1,4,4.96,5.06,5.08,5.12
_triton_rope_siso,"18,1,128;18,64;18,64",1,4,4.50,4.64,4.68,4.70
_triton_rope_siso,"15,1,128;15,64;15,64",1,4,4.16,4.19,4.18,4.22
_triton_rope_siso,"12,32,128;12,64;12,64",1,2,5.52,5.61,5.61,5.70
_triton_rope_siso,"12,1,128;12,64;12,64",1,2,3.54,3.67,3.67,3.80
_triton_rope_siso_0,N/A,5,17784,1.72,2.69,2.28,10.62
_triton_rope_siso_1,N/A,5,17784,3.48,4.49,4.04,18.68
allgatherAicpuKernel,N/A,8,365,114.25,278.73,259.04,1877.54
batch_getAicpuKernel,N/A,4,134,21.94,2610.68,1250.70,80287.75
batch_matmul_transpose,N/A,11,2616,9.12,34.56,38.22,66.46
batch_matmul_transpose_0,N/A,5,17783,8.80,10.75,10.92,22.02
batch_putAicpuKernel,N/A,1,32,23.28,53.48,34.19,354.50
broadcastAicpuKernel,N/A,6,2964,495.55,20222.60,3924.37,20113626.31
expand_kernel,1;1,3,218,1.30,1.52,1.50,1.88
expand_kernel,3;3,2,94,1.48,1.79,1.77,2.44
expand_kernel,2;2,2,92,1.44,1.74,1.70,2.40
expand_kernel,8;8,1,38,2.12,2.42,2.43,2.80
expand_kernel,7;7,1,4,2.08,2.25,2.27,2.40
expand_kernel,6;6,1,4,1.88,2.12,2.07,2.44
expand_kernel,5;5,1,4,1.62,1.96,1.92,2.36
expand_kernel,4;4,1,2,1.82,1.83,1.83,1.84
hccl_batchGet_,N/A,4,132,5.36,1917.57,150.85,97113.48
hccl_batchPut_,N/A,1,32,256.70,315.87,351.69,433.95
hcom_allGather_,N/A,11,41407,5.90,35.68,10.80,9233.48
hcom_allReduce_,N/A,5,74786,4.06,13.75,11.02,2635.19
hcom_alltoall_,N/A,6,4324,9.02,382.26,171.16,6762.61
hcom_alltoallv_,N/A,6,456,24.02,479.48,274.07,5091.38
hcom_broadcast_,N/A,6,2964,482.83,10913.07,542.24,20114241.92
hcom_reduceScatter_,N/A,6,2616,10.88,8710.22,395.49,10124040.52
mla_preprocess,N/A,5,456,61.56,68.63,66.74,87.48
mla_preprocess_0_mix_aic,N/A,5,17784,59.66,69.21,68.04,91.76
muls_add_kernel,"3,6144;3,6144",3,218,2.80,3.01,3.02,3.30
muls_add_kernel,"9,6144;9,6144",2,94,4.88,5.19,5.18,5.90
muls_add_kernel,"6,6144;6,6144",2,92,3.76,4.06,4.04,4.52
muls_add_kernel,"24,6144;24,6144",1,38,9.04,9.28,9.27,9.52
muls_add_kernel,"21,6144;21,6144",1,4,9.28,9.34,9.34,9.40
muls_add_kernel,"18,6144;18,6144",1,4,8.22,8.27,8.27,8.32
muls_add_kernel,"15,6144;15,6144",1,4,7.32,7.41,7.36,7.60
muls_add_kernel,"12,6144;12,6144",1,2,6.42,6.45,6.45,6.48
muls_add_kernel_1,N/A,5,17100,2.46,4.19,3.42,14.94
prepare_inputs_padded_kernel,1;1;2,3,109,3.22,3.39,3.38,3.74
prepare_inputs_padded_kernel,3;3;4,2,47,3.26,3.41,3.38,3.76
prepare_inputs_padded_kernel,2;2;3,2,46,3.20,3.38,3.38,3.62
prepare_inputs_padded_kernel,8;8;9,1,19,3.38,3.59,3.56,3.88
prepare_inputs_padded_kernel,7;7;8,1,2,3.54,3.62,3.62,3.70
prepare_inputs_padded_kernel,6;6;7,1,2,3.58,3.59,3.59,3.60
prepare_inputs_padded_kernel,5;5;6,1,2,3.50,3.57,3.57,3.64
prepare_inputs_padded_kernel,4;4;5,1,1,3.16,3.16,3.16,3.16
reduce_scatterAicpuKernel,N/A,6,2464,193.10,21218.89,228.60,20111780.83
rejection_random_sample_kernel,"1;2;2,154880;1,1",3,109,1.88,2.26,2.26,2.58
rejection_random_sample_kernel,"3;6;6,154880;3,1",2,47,2.14,2.53,2.52,3.06
rejection_random_sample_kernel,"2;4;4,154880;2,1",2,46,2.08,2.47,2.44,2.90
rejection_random_sample_kernel,"8;16;16,154880;8,1",1,19,2.94,3.20,3.24,3.38
rejection_random_sample_kernel,"7;14;14,154880;7,1",1,2,2.82,2.99,2.99,3.16
rejection_random_sample_kernel,"5;10;10,154880;5,1",1,2,2.76,2.82,2.82,2.88
rejection_random_sample_kernel,"6;12;12,154880;6,1",1,2,2.66,2.76,2.76,2.86
rejection_random_sample_kernel,"4;8;8,154880;4,1",1,1,2.52,2.52,2.52,2.52
sample_recovered_tokens_kernel,"1;2;2,154880",3,109,53.78,54.52,54.52,55.14
sample_recovered_tokens_kernel,"3;6;6,154880",2,47,54.30,54.70,54.66,55.42
sample_recovered_tokens_kernel,"2;4;4,154880",2,46,54.00,54.55,54.56,55.08
sample_recovered_tokens_kernel,"8;16;16,154880",1,19,55.90,56.33,56.28,57.46
sample_recovered_tokens_kernel,"7;14;14,154880",1,2,55.64,55.69,55.69,55.74
sample_recovered_tokens_kernel,"6;12;12,154880",1,2,55.56,55.68,55.68,55.80
sample_recovered_tokens_kernel,"5;10;10,154880",1,2,54.96,55.26,55.26,55.56
sample_recovered_tokens_kernel,"4;8;8,154880",1,1,55.04,55.04,55.04,55.04
