family,sub_op,npu_op_type,input_shapes,runs_seen,total_calls,total_ms,min_us,avg_us,median_us
Other,ReshapeAndCacheNdKernel,ReshapeAndCacheNdKernel,"1,1,512;1,1,64;1678,128,1,512;1678,128,1,64;1",2,14,0.0,2.08,2.47,2.32
Other,ReshapeAndCacheNdKernel,ReshapeAndCacheNdKernel,"1,1,512;1,1,64;1681,128,1,512;1681,128,1,64;1",1,5,0.0,1.96,2.36,2.20
Other,ReshapeAndCacheNdKernel,ReshapeAndCacheNdKernel,"1,1,512;1,1,64;1680,128,1,512;1680,128,1,64;1",1,3,0.0,2.22,2.29,2.27
Other,ReshapeAndCacheNdKernel,ReshapeAndCacheNdKernel,"5,1,512;5,1,64;1681,128,1,512;1681,128,1,64;5",1,2,0.0,2.96,2.97,2.96
Other,ReshapeAndCacheNdKernel,ReshapeAndCacheNdKernel,"5,1,512;5,1,64;1678,128,1,512;1678,128,1,64;5",1,1,0.0,3.04,3.04,3.04
Other,ReshapeAndCacheNdKernel,ReshapeAndCacheNdKernel,"6,1,512;6,1,64;1678,128,1,512;1678,128,1,64;6",1,1,0.0,3.64,3.64,3.64
Other,ReshapeAndCacheNdKernel,ReshapeAndCacheNdKernel,"4,1,512;4,1,64;1681,128,1,512;1681,128,1,64;4",1,1,0.0,2.90,2.90,2.90
Other,ScatterElementsV2,ScatterElementsV2,340;2;2,4,156,0.4,2.02,2.43,2.20
Other,ScatterElementsV2,ScatterElementsV2,340;1;1,3,110,0.3,2.46,2.91,2.75
Other,ScatterElementsV2,ScatterElementsV2,340;6;6,2,49,0.1,2.14,2.33,2.24
Other,ScatterElementsV2,ScatterElementsV2,340;3;3,2,47,0.1,2.54,2.89,2.79
Other,ScatterElementsV2,ScatterElementsV2,340;4;4,2,47,0.1,1.96,2.26,2.20
Other,ScatterElementsV2,ScatterElementsV2,340;8;8,1,19,0.1,2.26,2.91,2.61
Other,ScatterElementsV2,ScatterElementsV2,340;16;16,1,18,0.0,2.24,2.42,2.31
Other,ScatterElementsV2,ScatterElementsV2,340;10;10,1,2,0.0,2.36,2.37,2.37
Other,ScatterElementsV2,ScatterElementsV2,340;12;12,1,2,0.0,2.32,2.33,2.33
Other,ScatterElementsV2,ScatterElementsV2,340;14;14,1,2,0.0,2.40,2.48,2.44
Other,ScatterElementsV2,ScatterElementsV2,340;5;5,1,2,0.0,2.72,2.84,2.78
Other,ScatterElementsV2,ScatterElementsV2,340;7;7,1,2,0.0,2.82,2.88,2.85
Other,SelectV2,SelectV2,1;;1,7,262,0.5,1.50,1.86,1.79
Other,SelectV2,SelectV2,"3,1;;3,6144",3,218,3.6,15.84,16.70,16.46
Other,SelectV2,SelectV2,1;1;1,7,131,0.3,1.80,2.05,1.99
Other,SelectV2,SelectV2,3;;3,2,94,0.3,2.56,2.83,2.75
Other,SelectV2,SelectV2,"9,1;;9,6144",2,94,1.6,16.14,17.18,16.45
Other,SelectV2,SelectV2,2;;2,2,92,0.3,2.62,2.95,2.77
Other,SelectV2,SelectV2,"6,1;;6,6144",2,92,1.6,16.68,17.24,16.98
Other,SelectV2,SelectV2,"256,1;;256,6144",6,72,2.0,25.28,27.93,27.62
Other,SelectV2,SelectV2,3;3;3,2,47,0.1,1.92,2.15,2.07
Other,SelectV2,SelectV2,2;2;2,2,46,0.1,1.94,2.12,2.03
Other,SelectV2,SelectV2,"24,1;;24,6144",1,38,0.7,16.60,17.76,17.07
Other,SelectV2,SelectV2,8;;8,1,38,0.1,2.56,2.91,2.73
Other,SelectV2,SelectV2,8;8;8,1,19,0.0,1.98,2.15,2.07
Other,SelectV2,SelectV2,1365;;1365,4,10,0.0,2.94,3.10,3.07
Other,SelectV2,SelectV2,5;;5,3,10,0.0,2.68,3.08,2.96
Other,SelectV2,SelectV2,6;;6,2,6,0.0,2.64,3.10,3.12
Other,SelectV2,SelectV2,5;5;5,3,5,0.0,1.80,2.11,2.02
Other,SelectV2,SelectV2,"114,1;;114,6144",2,4,0.1,19.30,20.55,20.53
Other,SelectV2,SelectV2,4;;4,2,4,0.0,2.92,3.42,3.25
Other,SelectV2,SelectV2,"15,1;;15,6144",1,4,0.1,15.74,16.37,16.00
Other,SelectV2,SelectV2,"18,1;;18,6144",1,4,0.1,13.34,13.94,13.66
Other,SelectV2,SelectV2,"21,1;;21,6144",1,4,0.1,15.48,15.80,15.67
Other,SelectV2,SelectV2,7;;7,1,4,0.0,2.62,2.73,2.66
Other,SelectV2,SelectV2,6;6;6,2,3,0.0,2.10,2.12,2.11
Other,SelectV2,SelectV2,4;4;4,2,2,0.0,2.06,2.16,2.16
Other,SelectV2,SelectV2,"12,1;;12,6144",1,2,0.0,17.40,17.40,17.40
Other,SelectV2,SelectV2,7;7;7,1,2,0.0,2.08,2.10,2.09
Other,SelectV2,SelectV2,608;;608,1,1,0.0,2.76,2.76,2.76
Other,SoftmaxV2,SoftmaxV2,"2,154880",4,155,7.2,45.18,46.30,45.84
Other,SoftmaxV2,SoftmaxV2,"1,154880",7,131,5.9,44.76,45.23,45.19
Other,SoftmaxV2,SoftmaxV2,"6,154880",3,50,2.3,46.34,46.97,46.66
Other,SoftmaxV2,SoftmaxV2,"4,154880",3,48,2.3,45.84,46.91,46.93
Other,SoftmaxV2,SoftmaxV2,"3,154880",2,47,2.2,46.30,46.87,46.70
Other,SoftmaxV2,SoftmaxV2,"8,154880",1,20,0.9,46.66,47.31,46.97
Other,SoftmaxV2,SoftmaxV2,"16,154880",1,19,0.9,48.34,48.91,48.59
Other,SoftmaxV2,SoftmaxV2,"5,154880",3,5,0.2,46.18,46.65,46.59
Other,SoftmaxV2,SoftmaxV2,"10,154880",1,2,0.1,47.32,47.56,47.44
Other,SoftmaxV2,SoftmaxV2,"12,154880",1,2,0.1,48.02,48.25,48.14
Other,SoftmaxV2,SoftmaxV2,"14,154880",1,2,0.1,48.02,48.39,48.20
Other,SoftmaxV2,SoftmaxV2,"7,154880",1,2,0.1,47.42,47.49,47.45
Other,Sort,Sort,"2,154880",4,155,36.4,230.94,234.99,233.81
Other,Sort,Sort,"1,154880",7,131,30.5,229.37,233.19,232.24
Other,Sort,Sort,"6,154880",3,50,10.5,208.32,209.73,210.62
Other,Sort,Sort,"4,154880",3,48,9.0,186.16,188.09,188.99
Other,Sort,Sort,"3,154880",2,47,8.7,183.64,184.99,184.71
Other,Sort,Sort,"8,154880",1,20,4.6,227.47,229.59,228.61
Other,Sort,Sort,"16,154880",1,19,4.5,236.43,237.49,236.95
Other,Sort,Sort,"5,154880",3,5,1.1,208.97,212.80,211.99
Other,Sort,Sort,"10,154880",1,2,0.4,199.19,199.58,199.38
Other,Sort,Sort,"12,154880",1,2,0.4,202.57,203.48,203.02
Other,Sort,Sort,"14,154880",1,2,0.5,236.49,236.62,236.56
Other,Sort,Sort,"7,154880",1,2,0.5,227.25,227.39,227.32
Other,Sub,Sub,3;3,3,218,0.5,1.84,2.27,2.06
Other,Sub,Sub,1;,7,175,0.4,1.36,2.28,1.85
Other,Sub,Sub,4096;4096,6,108,0.4,3.02,3.54,3.48
Other,Sub,Sub,9;9,2,94,0.2,2.26,2.65,2.44
Other,Sub,Sub,6;6,2,92,0.3,2.20,2.73,2.67
Other,Sub,Sub,3;,2,47,0.1,2.64,2.81,2.66
Other,Sub,Sub,2;,2,46,0.1,2.62,2.89,2.71
Other,Sub,Sub,24;24,1,38,0.1,2.22,2.43,2.29
Other,Sub,Sub,8;,1,19,0.1,2.62,2.89,2.75
Other,Sub,Sub,5;,3,11,0.0,1.40,2.27,1.89
Other,Sub,Sub,1824;1824,2,6,0.0,2.46,2.79,2.73
Other,Sub,Sub,6;,2,5,0.0,1.38,2.37,2.26
Other,Sub,Sub,4;,2,4,0.0,1.56,2.29,2.30
Other,Sub,Sub,15;15,1,4,0.0,2.40,2.62,2.53
Other,Sub,Sub,18;18,1,4,0.0,2.52,2.84,2.69
Other,Sub,Sub,21;21,1,4,0.0,2.68,2.74,2.71
Other,Sub,Sub,12;12,1,2,0.0,2.08,2.21,2.15
Other,Sub,Sub,7;,1,2,0.0,2.88,2.92,2.90
Other,SubAiCore,SubAiCore,3;3,3,109,0.3,2.22,2.91,2.74
Other,SubAiCore,SubAiCore,9;9,2,47,0.1,2.54,2.84,2.81
Other,SubAiCore,SubAiCore,6;6,2,46,0.1,2.54,2.98,3.00
Other,SubAiCore,SubAiCore,27;27,1,19,0.1,2.46,2.65,2.55
Other,SubAiCore,SubAiCore,21;21,1,4,0.0,2.56,2.94,2.78
Other,SubAiCore,SubAiCore,15;15,1,2,0.0,2.68,2.98,2.83
Other,SubAiCore,SubAiCore,12;12,1,1,0.0,2.60,2.60,2.60
Other,ZerosLike,ZerosLike,"2,1",7,131,0.2,1.66,1.89,1.78
Other,ZerosLike,ZerosLike,"2,3",2,47,0.1,1.68,1.88,1.83
Other,ZerosLike,ZerosLike,"2,2",2,46,0.1,1.78,1.93,1.83
Other,ZerosLike,ZerosLike,"2,8",1,19,0.0,1.70,1.92,1.80
Other,ZerosLike,ZerosLike,"2,1365",4,10,0.0,3.28,3.47,3.42
Other,ZerosLike,ZerosLike,"2,5",3,5,0.0,1.70,1.92,1.92
Other,ZerosLike,ZerosLike,"2,6",2,3,0.0,1.82,1.95,1.91
Other,ZerosLike,ZerosLike,"2,4",2,2,0.0,1.86,1.89,1.89
Other,ZerosLike,ZerosLike,"2,7",1,2,0.0,1.82,1.82,1.82
Other,ZerosLike,ZerosLike,"2,608",1,1,0.0,3.34,3.34,3.34
Other,_triton_rope_siso_0,_triton_rope_siso_0,N/A,5,17784,47.8,1.72,2.69,2.10
Other,_triton_rope_siso_1,_triton_rope_siso_1,N/A,5,17784,79.8,3.48,4.49,3.80
Other,batch_matmul_transpose,batch_matmul_transpose,N/A,11,2616,90.4,9.12,34.56,28.03
Other,batch_matmul_transpose_0,batch_matmul_transpose_0,N/A,5,17783,191.1,8.80,10.75,9.89
Other,expand_kernel,expand_kernel,1;1,3,218,0.3,1.30,1.53,1.42
Other,expand_kernel,expand_kernel,3;3,2,94,0.2,1.48,1.79,1.64
Other,expand_kernel,expand_kernel,2;2,2,92,0.2,1.44,1.75,1.55
Other,expand_kernel,expand_kernel,8;8,1,38,0.1,2.12,2.42,2.28
Other,expand_kernel,expand_kernel,5;5,1,4,0.0,1.62,1.96,1.77
Other,expand_kernel,expand_kernel,6;6,1,4,0.0,1.88,2.12,1.97
Other,expand_kernel,expand_kernel,7;7,1,4,0.0,2.08,2.25,2.17
Other,expand_kernel,expand_kernel,4;4,1,2,0.0,1.82,1.83,1.83
Other,hccl_batchPut_,hccl_batchPut_,N/A,1,32,10.1,256.70,315.87,304.19
Other,muls_add_kernel,muls_add_kernel,"3,6144;3,6144",3,218,0.7,2.80,3.01,2.92
Other,muls_add_kernel,muls_add_kernel,"9,6144;9,6144",2,94,0.5,4.88,5.19,5.16
Other,muls_add_kernel,muls_add_kernel,"6,6144;6,6144",2,92,0.4,3.76,4.06,4.12
Other,muls_add_kernel,muls_add_kernel,"24,6144;24,6144",1,38,0.4,9.04,9.28,9.15
Other,muls_add_kernel,muls_add_kernel,"15,6144;15,6144",1,4,0.0,7.32,7.41,7.34
Other,muls_add_kernel,muls_add_kernel,"18,6144;18,6144",1,4,0.0,8.22,8.27,8.25
Other,muls_add_kernel,muls_add_kernel,"21,6144;21,6144",1,4,0.0,9.28,9.34,9.31
Other,muls_add_kernel,muls_add_kernel,"12,6144;12,6144",1,2,0.0,6.42,6.45,6.44
Other,muls_add_kernel_1,muls_add_kernel_1,N/A,5,17100,71.7,2.46,4.19,3.03
Other,prepare_inputs_padded_kernel,prepare_inputs_padded_kernel,1;1;2,3,109,0.4,3.22,3.39,3.31
Other,prepare_inputs_padded_kernel,prepare_inputs_padded_kernel,3;3;4,2,47,0.2,3.26,3.41,3.33
Other,prepare_inputs_padded_kernel,prepare_inputs_padded_kernel,2;2;3,2,46,0.2,3.20,3.38,3.38
Other,prepare_inputs_padded_kernel,prepare_inputs_padded_kernel,8;8;9,1,19,0.1,3.38,3.59,3.47
Other,prepare_inputs_padded_kernel,prepare_inputs_padded_kernel,5;5;6,1,2,0.0,3.50,3.57,3.54
Other,prepare_inputs_padded_kernel,prepare_inputs_padded_kernel,6;6;7,1,2,0.0,3.58,3.59,3.58
Other,prepare_inputs_padded_kernel,prepare_inputs_padded_kernel,7;7;8,1,2,0.0,3.54,3.62,3.58
Other,prepare_inputs_padded_kernel,prepare_inputs_padded_kernel,4;4;5,1,1,0.0,3.16,3.16,3.16
Other,rejection_random_sample_kernel,rejection_random_sample_kernel,"1;2;2,154880;1,1",3,109,0.2,1.88,2.26,2.23
Other,rejection_random_sample_kernel,rejection_random_sample_kernel,"3;6;6,154880;3,1",2,47,0.1,2.14,2.54,2.49
Other,rejection_random_sample_kernel,rejection_random_sample_kernel,"2;4;4,154880;2,1",2,46,0.1,2.08,2.47,2.21
Other,rejection_random_sample_kernel,rejection_random_sample_kernel,"8;16;16,154880;8,1",1,19,0.1,2.94,3.20,3.09
Other,rejection_random_sample_kernel,rejection_random_sample_kernel,"5;10;10,154880;5,1",1,2,0.0,2.76,2.82,2.79
Other,rejection_random_sample_kernel,rejection_random_sample_kernel,"6;12;12,154880;6,1",1,2,0.0,2.66,2.76,2.71
Other,rejection_random_sample_kernel,rejection_random_sample_kernel,"7;14;14,154880;7,1",1,2,0.0,2.82,2.99,2.91
Other,rejection_random_sample_kernel,rejection_random_sample_kernel,"4;8;8,154880;4,1",1,1,0.0,2.52,2.52,2.52
Other,sample_recovered_tokens_kernel,sample_recovered_tokens_kernel,"1;2;2,154880",3,109,5.9,53.78,54.52,54.13
Other,sample_recovered_tokens_kernel,sample_recovered_tokens_kernel,"3;6;6,154880",2,47,2.6,54.30,54.70,54.50
Other,sample_recovered_tokens_kernel,sample_recovered_tokens_kernel,"2;4;4,154880",2,46,2.5,54.00,54.55,54.34
Other,sample_recovered_tokens_kernel,sample_recovered_tokens_kernel,"8;16;16,154880",1,19,1.1,55.90,56.33,56.09
Other,sample_recovered_tokens_kernel,sample_recovered_tokens_kernel,"5;10;10,154880",1,2,0.1,54.96,55.26,55.11
Other,sample_recovered_tokens_kernel,sample_recovered_tokens_kernel,"6;12;12,154880",1,2,0.1,55.56,55.68,55.62
Other,sample_recovered_tokens_kernel,sample_recovered_tokens_kernel,"7;14;14,154880",1,2,0.1,55.64,55.69,55.66
Other,sample_recovered_tokens_kernel,sample_recovered_tokens_kernel,"4;8;8,154880",1,1,0.1,55.04,55.04,55.04
QuantUtil,dynamic_quant,DynamicQuant,"3,512",3,8394,88.1,3.38,10.49,4.78
QuantUtil,dynamic_quant,DynamicQuant,"3,6144",3,8394,137.0,5.04,16.33,10.34
QuantUtil,dynamic_quant,DynamicQuant,"9,512",2,3619,23.2,5.16,6.42,5.44
QuantUtil,dynamic_quant,DynamicQuant,"9,6144",2,3619,70.6,6.08,19.51,11.48
QuantUtil,dynamic_quant,DynamicQuant,"6,512",2,3542,18.2,4.28,5.14,4.44
QuantUtil,dynamic_quant,DynamicQuant,"6,6144",2,3542,65.7,5.76,18.55,9.96
QuantUtil,dynamic_quant,DynamicQuant,"256,2048",6,2772,57.5,11.28,20.74,17.23
QuantUtil,dynamic_quant,DynamicQuant,"256,6144",6,2772,115.1,20.32,41.53,32.32
QuantUtil,dynamic_quant,DynamicQuant,"27,512",1,1425,24.7,11.30,17.36,14.21
QuantUtil,dynamic_quant,DynamicQuant,"27,6144",1,1425,26.1,15.20,18.30,16.71
QuantUtil,dynamic_quant,DynamicQuant,"3,3072",3,327,1.5,3.54,4.49,3.74
QuantUtil,dynamic_quant,DynamicQuant,"21,512",1,304,4.2,9.34,13.74,11.53
QuantUtil,dynamic_quant,DynamicQuant,"21,6144",1,304,5.4,9.20,17.62,13.43
QuantUtil,dynamic_quant,DynamicQuant,"114,2048",2,154,3.0,11.84,19.30,15.85
QuantUtil,dynamic_quant,DynamicQuant,"114,6144",2,154,3.3,17.56,21.56,19.60
QuantUtil,dynamic_quant,DynamicQuant,"15,512",1,154,1.2,7.02,8.10,7.38
QuantUtil,dynamic_quant,DynamicQuant,"15,6144",1,154,2.6,7.50,17.10,12.34
QuantUtil,dynamic_quant,DynamicQuant,"9,3072",2,141,0.9,5.52,6.23,5.66
QuantUtil,dynamic_quant,DynamicQuant,"6,3072",2,138,0.7,4.24,5.27,4.46
QuantUtil,dynamic_quant,DynamicQuant,"4096,6144",6,108,9.5,78.14,87.80,86.68
QuantUtil,dynamic_quant,DynamicQuant,"4096,768",6,108,3.8,33.14,35.48,34.81
QuantUtil,dynamic_quant,DynamicQuant,"12,512",1,77,0.5,5.96,7.09,6.35
QuantUtil,dynamic_quant,DynamicQuant,"12,6144",1,77,0.6,5.80,7.15,6.36
QuantUtil,dynamic_quant,DynamicQuant,"2048,6144",6,72,3.7,49.00,51.99,51.86
QuantUtil,dynamic_quant,DynamicQuant,"27,3072",1,57,0.7,8.96,11.50,10.06
QuantUtil,dynamic_quant,DynamicQuant,"24,512",1,38,0.8,16.58,21.76,19.30
QuantUtil,dynamic_quant,DynamicQuant,"24,6144",1,38,12.0,9.74,315.43,10.07
QuantUtil,dynamic_quant,DynamicQuant,"21,3072",1,12,0.1,8.84,9.42,9.06
QuantUtil,dynamic_quant,DynamicQuant,"1824,6144",2,6,0.3,42.82,49.50,47.89
QuantUtil,dynamic_quant,DynamicQuant,"1824,768",2,6,0.1,22.58,23.12,22.73
QuantUtil,dynamic_quant,DynamicQuant,"15,3072",1,6,0.0,7.14,7.55,7.37
QuantUtil,dynamic_quant,DynamicQuant,"912,6144",2,4,0.1,34.40,36.19,35.81
QuantUtil,dynamic_quant,DynamicQuant,"18,512",1,4,0.1,17.06,18.90,18.16
QuantUtil,dynamic_quant,DynamicQuant,"18,6144",1,4,2.9,8.48,736.63,25.94
QuantUtil,dynamic_quant,DynamicQuant,"12,3072",1,3,0.0,5.82,6.42,6.23
QuantUtil,static_quant,AscendQuantV2,"3,2048;2048;2048",3,8611,89.6,7.18,10.40,9.35
QuantUtil,static_quant,AscendQuantV2,"3,4096;4096;4096",3,8611,105.6,10.10,12.26,10.68
QuantUtil,static_quant,AscendQuantV2,"256,2048;2048;2048",6,4160,62.6,11.44,15.04,13.84
QuantUtil,static_quant,AscendQuantV2,"9,2048;2048;2048",2,3713,39.9,9.32,10.75,9.77
QuantUtil,static_quant,AscendQuantV2,"9,4096;4096;4096",2,3713,40.6,9.22,10.93,9.80
QuantUtil,static_quant,AscendQuantV2,"6,2048;2048;2048",2,3634,41.6,10.22,11.44,10.58
QuantUtil,static_quant,AscendQuantV2,"6,4096;4096;4096",2,3634,41.9,9.54,11.52,10.45
QuantUtil,static_quant,AscendQuantV2,"256,6144;6144;6144",6,2080,37.6,15.28,18.09,17.18
QuantUtil,static_quant,AscendQuantV2,"4096,1024;1024;1024",6,2080,60.8,27.18,29.25,28.15
QuantUtil,static_quant,AscendQuantV2,"27,2048;2048;2048",1,1463,15.0,8.94,10.27,9.40
QuantUtil,static_quant,AscendQuantV2,"27,4096;4096;4096",1,1463,15.8,9.06,10.77,9.59
QuantUtil,static_quant,AscendQuantV2,"21,2048;2048;2048",1,312,3.3,8.28,10.62,9.23
QuantUtil,static_quant,AscendQuantV2,"21,4096;4096;4096",1,312,3.3,9.56,10.54,9.89
QuantUtil,static_quant,AscendQuantV2,"114,2048;2048;2048",1,160,2.0,10.04,12.23,11.23
QuantUtil,static_quant,AscendQuantV2,"15,2048;2048;2048",1,158,1.7,9.80,10.78,10.05
QuantUtil,static_quant,AscendQuantV2,"15,4096;4096;4096",1,158,1.7,9.78,10.51,10.06
QuantUtil,static_quant,AscendQuantV2,"114,6144;6144;6144",1,80,1.1,12.22,13.81,13.05
QuantUtil,static_quant,AscendQuantV2,"1824,1024;1024;1024",1,80,1.4,16.90,17.42,17.09
QuantUtil,static_quant,AscendQuantV2,"12,2048;2048;2048",1,79,0.9,10.30,11.22,10.46
QuantUtil,static_quant,AscendQuantV2,"12,4096;4096;4096",1,79,0.9,10.40,11.18,10.59
QuantUtil,static_quant,AscendQuantV2,"24,2048;2048;2048",1,38,0.5,11.52,12.22,11.69
QuantUtil,static_quant,AscendQuantV2,"24,4096;4096;4096",1,38,0.4,10.16,11.26,10.41
QuantUtil,static_quant,AscendQuantV2,"18,2048;2048;2048",1,4,0.0,10.62,10.96,10.74
QuantUtil,static_quant,AscendQuantV2,"18,4096;4096;4096",1,4,0.0,9.58,9.91,9.77
