family,sub_op,npu_op_type,input_shapes,runs_seen,total_calls,total_ms,min_us,avg_us,median_us
ElementWise,swiglu,SwiGlu,"256,4096",6,2772,47.4,12.32,17.12,15.77
ElementWise,swiglu,SwiGlu,"27,1024",1,1425,20.8,6.02,14.57,10.34
ElementWise,swiglu,SwiGlu,"3,6144",3,327,1.4,3.64,4.14,3.77
ElementWise,swiglu,SwiGlu,"21,1024",1,304,4.7,4.74,15.38,10.16
ElementWise,swiglu,SwiGlu,"114,4096",2,154,37.8,13.74,245.64,14.75
ElementWise,swiglu,SwiGlu,"15,1024",1,154,2.4,4.40,15.34,10.00
ElementWise,swiglu,SwiGlu,"9,6144",2,141,0.7,4.24,5.06,4.40
ElementWise,swiglu,SwiGlu,"6,6144",2,138,0.6,3.80,4.62,3.93
ElementWise,swiglu,SwiGlu,"4096,1536",6,108,2.6,22.06,24.43,23.71
ElementWise,swiglu,SwiGlu,"12,1024",1,77,1.6,3.28,20.29,3.54
ElementWise,swiglu,SwiGlu,"27,6144",1,57,0.5,7.42,8.20,7.71
ElementWise,swiglu,SwiGlu,"24,1024",1,38,0.2,4.68,4.89,4.78
ElementWise,swiglu,SwiGlu,"21,6144",1,12,0.1,6.02,6.96,6.52
ElementWise,swiglu,SwiGlu,"1824,1536",2,6,0.1,18.36,20.01,19.22
ElementWise,swiglu,SwiGlu,"15,6144",1,6,0.0,5.26,6.09,5.81
ElementWise,swiglu,SwiGlu,"18,1024",1,4,0.0,4.54,4.59,4.56
ElementWise,swiglu,SwiGlu,"12,6144",1,3,0.0,4.86,5.40,4.97
ElementWise,tensor_move,TensorMove,"256,6144",6,2188,25.9,7.94,11.85,10.18
ElementWise,tensor_move,TensorMove,"4096,1,1,64",6,156,0.9,4.22,5.99,4.61
ElementWise,tensor_move,TensorMove,"2,154880",3,109,1.0,8.72,9.30,9.00
ElementWise,tensor_move,TensorMove,"114,6144",2,86,0.9,8.36,10.12,9.11
ElementWise,tensor_move,TensorMove,"6,154880",2,47,0.4,8.82,9.17,9.21
ElementWise,tensor_move,TensorMove,"4,154880",2,46,0.5,9.74,10.51,9.83
ElementWise,tensor_move,TensorMove,"4096,6144",6,22,1.5,50.86,66.44,67.71
ElementWise,tensor_move,TensorMove,"16,154880",1,19,0.2,12.10,12.33,12.21
ElementWise,tensor_move,TensorMove,"1365,6144",4,10,0.2,14.76,16.33,16.19
ElementWise,tensor_move,TensorMove,"1813,6144",2,3,0.1,35.60,37.09,37.77
ElementWise,tensor_move,TensorMove,"3621,6144",2,2,0.1,57.74,61.23,61.23
ElementWise,tensor_move,TensorMove,"10,154880",1,2,0.0,10.66,10.84,10.75
ElementWise,tensor_move,TensorMove,"12,154880",1,2,0.0,10.98,11.09,11.04
ElementWise,tensor_move,TensorMove,"14,154880",1,2,0.0,11.58,11.58,11.58
ElementWise,tensor_move,TensorMove,"608,6144",1,1,0.0,13.16,13.16,13.16
ElementWise,tensor_move,TensorMove,"8,154880",1,1,0.0,11.38,11.38,11.38
ElementWise,transpose,Transpose,"256,16,1024;3",6,2080,34.0,14.18,16.37,15.66
ElementWise,transpose,Transpose,"64,256,512;3",6,2080,44.7,15.28,21.47,17.35
ElementWise,transpose,Transpose,"4,3,38720;3",4,203,2.4,10.08,11.91,11.06
ElementWise,transpose,Transpose,"4,2,38720;3",2,92,1.2,10.90,13.33,11.96
ElementWise,transpose,Transpose,"114,16,1024;3",1,80,1.2,11.20,14.40,12.77
ElementWise,transpose,Transpose,"64,114,512;3",1,80,1.1,12.00,13.46,12.66
ElementWise,transpose,Transpose,"4,6,38720;3",2,50,0.7,12.54,13.66,13.02
ElementWise,transpose,Transpose,"2,3;2",2,47,0.7,15.20,15.93,15.44
ElementWise,transpose,Transpose,"4,9,38720;3",2,47,0.7,14.98,15.69,15.13
ElementWise,transpose,Transpose,"2,2;2",2,46,0.7,14.58,15.26,15.18
ElementWise,transpose,Transpose,"4,8,38720;3",1,38,0.6,13.70,15.56,14.75
ElementWise,transpose,Transpose,"16,1365,9680;3",4,20,12.8,635.14,640.37,641.43
ElementWise,transpose,Transpose,"4,24,38720;3",1,19,0.4,19.02,20.38,19.79
ElementWise,transpose,Transpose,"2,8;2",1,18,0.3,15.34,16.02,15.67
ElementWise,transpose,Transpose,"16,5,9680;3",2,9,0.1,13.66,15.77,14.84
ElementWise,transpose,Transpose,"4,5,38720;3",1,4,0.1,11.74,12.76,12.23
ElementWise,transpose,Transpose,"4,7,38720;3",1,4,0.1,13.84,14.35,14.09
ElementWise,transpose,Transpose,"16,6,9680;3",1,3,0.0,14.10,14.17,14.12
ElementWise,transpose,Transpose,"16,4,9680;3",1,3,0.1,16.80,18.22,17.10
ElementWise,transpose,Transpose,"16,608,9680;3",1,2,0.5,257.62,261.57,259.60
ElementWise,transpose,Transpose,"2,5;2",1,2,0.0,15.28,15.63,15.46
ElementWise,transpose,Transpose,"2,6;2",1,2,0.0,15.44,15.63,15.54
ElementWise,transpose,Transpose,"2,7;2",1,2,0.0,15.86,16.08,15.97
ElementWise,transpose,Transpose,"4,15,38720;3",1,2,0.0,17.76,17.92,17.84
ElementWise,transpose,Transpose,"4,18,38720;3",1,2,0.0,20.14,20.24,20.19
ElementWise,transpose,Transpose,"4,21,38720;3",1,2,0.0,19.22,19.85,19.54
ElementWise,transpose,Transpose,"4,4,38720;3",1,2,0.0,11.14,11.95,11.54
ElementWise,transpose,Transpose,"2,4;2",1,1,0.0,14.86,14.86,14.86
ElementWise,transpose,Transpose,"4,12,38720;3",1,1,0.0,17.54,17.54,17.54
GEMM,bf16,MatMulV2,"3,6144;128,6144",3,8611,124.5,13.42,14.45,13.86
GEMM,bf16,MatMulV2,"3,6144;32,6144",3,8611,109.5,11.50,12.71,12.23
GEMM,bf16,MatMulV2,"3,6144;256,6144",3,8285,84.7,8.16,10.22,9.32
GEMM,bf16,MatMulV2,"9,6144;128,6144",2,3713,54.2,13.24,14.59,13.97
GEMM,bf16,MatMulV2,"9,6144;32,6144",2,3713,48.9,11.76,13.18,12.73
GEMM,bf16,MatMulV2,"6,6144;128,6144",2,3634,53.0,13.50,14.59,13.99
GEMM,bf16,MatMulV2,"6,6144;32,6144",2,3634,46.9,11.70,12.89,12.67
GEMM,bf16,MatMulV2,"9,6144;256,6144",2,3572,36.0,8.36,10.07,9.48
GEMM,bf16,MatMulV2,"6,6144;256,6144",2,3496,35.1,8.44,10.03,9.44
GEMM,bf16,MatMulV2,"256,6144;256,6144",6,2772,58.2,15.06,21.00,18.81
GEMM,bf16,MatMulV2,"256,6144;128,6144",6,2080,30.3,11.44,14.56,13.11
GEMM,bf16,MatMulV2,"256,6144;32,6144",6,2080,26.2,9.56,12.61,11.20
GEMM,bf16,MatMulV2,"27,6144;128,6144",1,1463,24.2,14.94,16.51,15.77
GEMM,bf16,MatMulV2,"27,6144;32,6144",1,1463,19.5,12.98,13.35,13.15
GEMM,bf16,MatMulV2,"27,6144;256,6144",1,1406,16.2,9.46,11.49,10.59
GEMM,bf16,MatMulV2,"21,6144;128,6144",1,312,5.1,14.98,16.49,15.78
GEMM,bf16,MatMulV2,"21,6144;32,6144",1,312,4.2,12.92,13.36,13.12
GEMM,bf16,MatMulV2,"21,6144;256,6144",1,300,3.4,9.52,11.24,10.48
GEMM,bf16,MatMulV2,"1,6144;38720,6144",3,218,86.7,387.92,397.50,393.09
GEMM,bf16,MatMulV2,"3,12288;6144,12288",3,218,35.3,124.62,161.81,143.41
GEMM,bf16,MatMulV2,"3,6144;6144,6144",3,218,14.8,62.18,67.84,64.35
GEMM,bf16,MatMulV2,"3,6144;38720,6144",4,203,83.4,391.53,410.98,397.93
GEMM,bf16,MatMulV2,"15,6144;128,6144",1,158,2.3,13.62,14.49,14.02
GEMM,bf16,MatMulV2,"15,6144;32,6144",1,158,2.1,12.38,13.13,12.74
GEMM,bf16,MatMulV2,"114,6144;256,6144",2,154,2.9,13.28,18.83,16.94
GEMM,bf16,MatMulV2,"15,6144;256,6144",1,152,1.6,8.72,10.31,9.62
GEMM,bf16,MatMulV2,"9,12288;6144,12288",2,94,16.5,127.78,175.79,153.57
GEMM,bf16,MatMulV2,"9,6144;6144,6144",2,94,8.0,62.30,84.76,73.81
GEMM,bf16,MatMulV2,"2,6144;38720,6144",2,92,38.0,397.07,412.71,406.09
GEMM,bf16,MatMulV2,"6,12288;6144,12288",2,92,15.9,127.24,173.34,151.98
GEMM,bf16,MatMulV2,"6,6144;6144,6144",2,92,6.8,62.14,74.38,68.15
GEMM,bf16,MatMulV2,"114,6144;128,6144",1,80,2.1,20.94,26.17,23.58
GEMM,bf16,MatMulV2,"114,6144;32,6144",1,80,1.1,13.36,13.90,13.62
GEMM,bf16,MatMulV2,"12,6144;128,6144",1,79,1.2,13.72,14.68,14.17
GEMM,bf16,MatMulV2,"12,6144;32,6144",1,79,1.0,12.56,13.15,12.86
GEMM,bf16,MatMulV2,"12,6144;256,6144",1,76,0.8,8.42,10.25,9.44
GEMM,bf16,MatMulV2,"256,12288;6144,12288",6,72,19.6,259.20,272.49,267.12
GEMM,bf16,MatMulV2,"256,6144;6144,6144",6,72,8.9,112.08,123.66,117.71
GEMM,bf16,MatMulV2,"1,6144;9680,6144",4,66,11.8,134.92,178.50,165.29
GEMM,bf16,MatMulV2,"6,6144;38720,6144",2,50,20.8,409.95,416.39,414.61
GEMM,bf16,MatMulV2,"9,6144;38720,6144",2,47,20.4,425.76,433.06,433.12
GEMM,bf16,MatMulV2,"24,12288;6144,12288",1,38,6.6,128.78,173.54,151.19
GEMM,bf16,MatMulV2,"24,6144;128,6144",1,38,0.6,14.48,15.95,15.16
GEMM,bf16,MatMulV2,"24,6144;256,6144",1,38,0.4,10.06,10.71,10.37
GEMM,bf16,MatMulV2,"24,6144;32,6144",1,38,0.5,13.32,13.75,13.53
GEMM,bf16,MatMulV2,"24,6144;6144,6144",1,38,3.9,64.56,103.27,84.12
GEMM,bf16,MatMulV2,"8,6144;38720,6144",1,38,17.2,423.46,452.56,438.00
GEMM,bf16,MatMulV2,"24,6144;38720,6144",1,19,8.9,460.90,467.25,463.68
GEMM,bf16,MatMulV2,"5,6144;9680,6144",2,9,1.6,149.78,181.48,164.58
GEMM,bf16,MatMulV2,"114,12288;6144,12288",2,4,0.8,174.13,191.72,185.39
GEMM,bf16,MatMulV2,"114,6144;6144,6144",2,4,0.4,94.10,102.58,102.12
GEMM,bf16,MatMulV2,"15,12288;6144,12288",1,4,0.7,133.30,184.43,158.23
GEMM,bf16,MatMulV2,"15,6144;6144,6144",1,4,0.4,64.26,100.29,81.93
GEMM,bf16,MatMulV2,"18,12288;6144,12288",1,4,0.7,133.93,175.86,154.72
GEMM,bf16,MatMulV2,"18,6144;128,6144",1,4,0.1,15.14,16.27,15.72
GEMM,bf16,MatMulV2,"18,6144;256,6144",1,4,0.0,10.58,10.62,10.59
GEMM,bf16,MatMulV2,"18,6144;32,6144",1,4,0.1,13.32,13.46,13.38
GEMM,bf16,MatMulV2,"18,6144;6144,6144",1,4,0.4,66.58,101.28,83.68
GEMM,bf16,MatMulV2,"21,12288;6144,12288",1,4,0.7,129.24,174.49,151.81
GEMM,bf16,MatMulV2,"21,6144;6144,6144",1,4,0.4,65.86,102.70,84.29
GEMM,bf16,MatMulV2,"5,6144;38720,6144",1,4,1.8,432.92,461.24,445.81
GEMM,bf16,MatMulV2,"7,6144;38720,6144",1,4,1.8,420.26,444.57,432.40
GEMM,bf16,MatMulV2,"6,6144;9680,6144",1,3,0.6,161.34,183.70,170.70
GEMM,bf16,MatMulV2,"4,6144;9680,6144",1,3,0.5,166.64,181.59,171.02
GEMM,bf16,MatMulV2,"608,6144;9680,6144",1,2,0.6,313.61,318.34,315.98
GEMM,bf16,MatMulV2,"12,12288;6144,12288",1,2,0.4,132.01,176.28,154.14
GEMM,bf16,MatMulV2,"12,6144;6144,6144",1,2,0.2,62.78,92.46,77.62
GEMM,bf16,MatMulV2,"15,6144;38720,6144",1,2,1.0,457.62,480.51,469.06
GEMM,bf16,MatMulV2,"18,6144;38720,6144",1,2,1.0,478.76,480.39,479.57
GEMM,bf16,MatMulV2,"21,6144;38720,6144",1,2,1.0,487.26,488.57,487.91
GEMM,bf16,MatMulV2,"4,6144;38720,6144",1,2,0.9,413.48,427.11,420.30
GEMM,bf16,MatMulV2,"12,6144;38720,6144",1,1,0.4,447.46,447.46,447.46
GEMM,w8a8,QuantBatchMatmulV3,"3,2048;128,128,16,32;4096;4096",3,8720,175.7,18.60,20.15,19.31
GEMM,w8a8,QuantBatchMatmulV3,"3,6144;32,384,16,32;1024;3",3,8394,272.5,15.80,32.46,22.52
GEMM,w8a8,QuantBatchMatmulV3,"3,512;192,32,16,32;6144;3",3,8393,50068.1,12.60,5965.46,141.44
GEMM,w8a8,QuantBatchMatmulV3,"3,4096;192,256,16,32;6144;6144",2,8000,253.9,28.62,31.74,29.97
GEMM,w8a8,QuantBatchMatmulV3,"9,2048;128,128,16,32;4096;4096",2,3760,74.9,17.82,19.92,19.46
GEMM,w8a8,QuantBatchMatmulV3,"6,2048;128,128,16,32;4096;4096",2,3680,73.1,18.14,19.87,19.19
GEMM,w8a8,QuantBatchMatmulV3,"9,512;192,32,16,32;6144;9",2,3619,84.4,16.20,23.31,18.42
GEMM,w8a8,QuantBatchMatmulV3,"9,6144;32,384,16,32;1024;9",2,3619,143.7,20.52,39.71,25.38
GEMM,w8a8,QuantBatchMatmulV3,"6,512;192,32,16,32;6144;6",2,3542,106.1,16.62,29.95,18.12
GEMM,w8a8,QuantBatchMatmulV3,"6,6144;32,384,16,32;1024;6",2,3542,143.0,20.62,40.36,25.53
GEMM,w8a8,QuantBatchMatmulV3,"9,4096;192,256,16,32;6144;6144",1,3520,112.7,29.14,32.01,30.46
GEMM,w8a8,QuantBatchMatmulV3,"6,4096;192,256,16,32;6144;6144",1,3520,112.0,29.32,31.81,30.34
GEMM,w8a8,QuantBatchMatmulV3,"256,2048;192,128,16,32;6144;256",6,2772,108.0,30.94,38.95,34.88
GEMM,w8a8,QuantBatchMatmulV3,"256,6144;128,384,16,32;4096;256",6,2772,7886.0,51.62,2844.87,1057.30
GEMM,w8a8,QuantBatchMatmulV3,"256,2048;128,128,16,32;4096;4096",6,2080,71.2,25.54,34.22,30.66
GEMM,w8a8,QuantBatchMatmulV3,"256,2048;512,128,16,32;16384;16384",6,2080,178.5,52.24,85.84,69.95
GEMM,w8a8,QuantBatchMatmulV3,"256,6144;82,384,16,32;2624;2624",6,2080,72.4,32.24,34.81,34.21
GEMM,w8a8,QuantBatchMatmulV3,"4096,1024;192,64,16,32;6144;6144",6,2080,294.0,136.14,141.35,139.12
GEMM,w8a8,QuantBatchMatmulV3,"27,2048;128,128,16,32;4096;4096",1,1482,30.8,19.04,20.81,19.93
GEMM,w8a8,QuantBatchMatmulV3,"27,4096;192,256,16,32;6144",1,1482,48.9,30.34,32.97,31.59
GEMM,w8a8,QuantBatchMatmulV3,"27,512;192,32,16,32;6144;27",1,1425,415.7,22.34,291.72,157.73
GEMM,w8a8,QuantBatchMatmulV3,"27,6144;32,384,16,32;1024;27",1,1425,44.6,22.68,31.30,26.96
GEMM,w8a8,QuantBatchMatmulV3,"3,4096;192,256,16,32;6144",1,720,23.0,29.16,31.95,30.46
GEMM,w8a8,QuantBatchMatmulV3,"3,3072;192,192,16,32;6144;3",3,327,8.6,23.58,26.22,24.88
GEMM,w8a8,QuantBatchMatmulV3,"3,6144;192,384,16,32;6144;3",3,327,13.1,38.26,40.02,38.99
GEMM,w8a8,QuantBatchMatmulV3,"21,2048;128,128,16,32;4096;4096",1,316,6.5,18.92,20.51,19.70
GEMM,w8a8,QuantBatchMatmulV3,"21,4096;192,256,16,32;6144",1,316,10.3,30.12,32.60,31.30
GEMM,w8a8,QuantBatchMatmulV3,"21,512;192,32,16,32;6144;21",1,304,86.0,17.40,283.01,159.28
GEMM,w8a8,QuantBatchMatmulV3,"21,6144;32,384,16,32;1024;21",1,304,11.9,25.20,39.02,27.32
GEMM,w8a8,QuantBatchMatmulV3,"9,4096;192,256,16,32;6144",1,240,7.9,29.78,33.03,31.16
GEMM,w8a8,QuantBatchMatmulV3,"15,2048;128,128,16,32;4096;4096",1,160,3.3,19.50,20.84,20.19
GEMM,w8a8,QuantBatchMatmulV3,"15,4096;192,256,16,32;6144",1,160,5.4,30.02,33.49,31.62
GEMM,w8a8,QuantBatchMatmulV3,"6,4096;192,256,16,32;6144",1,160,5.1,29.56,31.66,30.54
GEMM,w8a8,QuantBatchMatmulV3,"114,2048;192,128,16,32;6144;114",2,154,4.0,23.10,26.00,24.91
GEMM,w8a8,QuantBatchMatmulV3,"114,6144;128,384,16,32;4096;114",2,154,391.6,31.64,2543.16,683.25
GEMM,w8a8,QuantBatchMatmulV3,"15,512;192,32,16,32;6144;15",1,154,31.4,17.60,203.72,155.30
GEMM,w8a8,QuantBatchMatmulV3,"15,6144;32,384,16,32;1024;15",1,154,10.6,25.78,68.73,27.86
GEMM,w8a8,QuantBatchMatmulV3,"9,3072;192,192,16,32;6144;9",2,141,3.6,24.28,25.43,25.05
GEMM,w8a8,QuantBatchMatmulV3,"9,6144;192,384,16,32;6144;9",2,141,5.8,38.90,41.03,40.05
GEMM,w8a8,QuantBatchMatmulV3,"6,3072;192,192,16,32;6144;6",2,138,3.6,24.30,25.97,26.04
GEMM,w8a8,QuantBatchMatmulV3,"6,6144;192,384,16,32;6144;6",2,138,5.7,38.94,41.39,40.44
GEMM,w8a8,QuantBatchMatmulV3,"4096,6144;48,384,16,32;1536;4096",6,108,16.1,142.46,149.30,146.74
GEMM,w8a8,QuantBatchMatmulV3,"4096,768;192,48,16,32;6144;4096",6,108,16.0,137.68,148.61,143.47
GEMM,w8a8,QuantBatchMatmulV3,"114,2048;128,128,16,32;4096;4096",1,80,1.7,20.08,21.34,20.64
GEMM,w8a8,QuantBatchMatmulV3,"114,2048;512,128,16,32;16384;16384",1,80,3.9,43.32,48.88,46.09
GEMM,w8a8,QuantBatchMatmulV3,"114,6144;82,384,16,32;2624;2624",1,80,2.4,28.14,29.62,28.80
GEMM,w8a8,QuantBatchMatmulV3,"1824,1024;192,64,16,32;6144;6144",1,80,6.0,72.74,75.62,74.06
GEMM,w8a8,QuantBatchMatmulV3,"12,2048;128,128,16,32;4096;4096",1,80,1.6,18.62,20.61,19.65
GEMM,w8a8,QuantBatchMatmulV3,"12,4096;192,256,16,32;6144",1,80,2.6,30.14,32.59,31.16
GEMM,w8a8,QuantBatchMatmulV3,"12,512;192,32,16,32;6144;12",1,77,1.2,12.92,15.21,13.95
GEMM,w8a8,QuantBatchMatmulV3,"12,6144;32,384,16,32;1024;12",1,77,27.6,19.32,358.54,187.91
GEMM,w8a8,QuantBatchMatmulV3,"27,3072;192,192,16,32;6144;27",1,57,1.6,25.50,27.44,26.28
GEMM,w8a8,QuantBatchMatmulV3,"27,6144;192,384,16,32;6144;27",1,57,2.4,39.36,42.67,41.00
GEMM,w8a8,QuantBatchMatmulV3,"24,2048;128,128,16,32;4096;4096",1,38,0.8,20.06,20.49,20.23
GEMM,w8a8,QuantBatchMatmulV3,"24,4096;192,256,16,32;6144",1,38,1.2,30.72,31.38,31.06
GEMM,w8a8,QuantBatchMatmulV3,"24,512;192,32,16,32;6144;24",1,38,0.7,16.40,17.35,16.82
GEMM,w8a8,QuantBatchMatmulV3,"24,6144;32,384,16,32;1024;24",1,38,43.0,56.78,1130.38,104.45
GEMM,w8a8,QuantBatchMatmulV3,"21,3072;192,192,16,32;6144;21",1,12,0.3,23.40,24.77,24.16
GEMM,w8a8,QuantBatchMatmulV3,"21,6144;192,384,16,32;6144;21",1,12,0.5,41.08,42.27,41.44
GEMM,w8a8,QuantBatchMatmulV3,"1824,6144;48,384,16,32;1536;1824",2,6,0.5,79.66,83.51,82.65
GEMM,w8a8,QuantBatchMatmulV3,"1824,768;192,48,16,32;6144;1824",2,6,0.5,84.94,90.68,88.58
GEMM,w8a8,QuantBatchMatmulV3,"15,3072;192,192,16,32;6144;15",1,6,0.1,23.04,24.34,23.61
GEMM,w8a8,QuantBatchMatmulV3,"15,6144;192,384,16,32;6144;15",1,6,0.3,38.12,42.99,40.50
GEMM,w8a8,QuantBatchMatmulV3,"18,2048;128,128,16,32;4096;4096",1,4,0.1,19.64,20.38,20.00
GEMM,w8a8,QuantBatchMatmulV3,"18,4096;192,256,16,32;6144",1,4,0.1,30.32,31.04,30.74
GEMM,w8a8,QuantBatchMatmulV3,"18,512;192,32,16,32;6144;18",1,4,0.1,17.50,17.92,17.66
GEMM,w8a8,QuantBatchMatmulV3,"18,6144;32,384,16,32;1024;18",1,4,3.2,57.50,796.09,105.78
GEMM,w8a8,QuantBatchMatmulV3,"12,3072;192,192,16,32;6144;12",1,3,0.1,25.82,26.71,25.88
GEMM,w8a8,QuantBatchMatmulV3,"12,6144;192,384,16,32;6144;12",1,3,0.1,43.98,45.19,44.40
MoE,MoeTokenPermute,MoeTokenPermute,"256,6144;256,8",6,72,2.3,27.58,31.97,31.26
MoE,MoeTokenPermute,MoeTokenPermute,"114,6144;114,8",2,4,0.1,26.30,28.66,28.56
MoE,MoeTokenPermute,MoeTokenPermute,"2135,1;2135",2,2,0.1,28.32,29.36,29.36
MoE,MoeTokenPermute,MoeTokenPermute,"2135,6144;2135",2,2,0.1,33.38,36.82,36.82
MoE,MoeTokenPermute,MoeTokenPermute,"2201,1;2201",1,2,0.1,29.28,31.11,30.20
MoE,MoeTokenPermute,MoeTokenPermute,"2201,6144;2201",1,2,0.1,31.18,33.72,32.45
MoE,MoeTokenPermute,MoeTokenPermute,"1584,1;1584",1,1,0.0,27.18,27.18,27.18
MoE,MoeTokenPermute,MoeTokenPermute,"1584,6144;1584",1,1,0.0,34.08,34.08,34.08
MoE,MoeTokenPermute,MoeTokenPermute,"1712,1;1712",1,1,0.0,29.80,29.80,29.80
MoE,MoeTokenPermute,MoeTokenPermute,"1712,6144;1712",1,1,0.0,38.70,38.70,38.70
MoE,MoeTokenPermute,MoeTokenPermute,"1876,1;1876",1,1,0.0,34.04,34.04,34.04
MoE,MoeTokenPermute,MoeTokenPermute,"1876,6144;1876",1,1,0.0,37.46,37.46,37.46
MoE,MoeTokenPermute,MoeTokenPermute,"1904,1;1904",1,1,0.0,33.68,33.68,33.68
MoE,MoeTokenPermute,MoeTokenPermute,"1904,6144;1904",1,1,0.0,35.72,35.72,35.72
MoE,MoeTokenPermute,MoeTokenPermute,"1910,1;1910",1,1,0.0,30.76,30.76,30.76
MoE,MoeTokenPermute,MoeTokenPermute,"1910,6144;1910",1,1,0.0,38.08,38.08,38.08
MoE,MoeTokenPermute,MoeTokenPermute,"2097,1;2097",1,1,0.0,33.64,33.64,33.64
MoE,MoeTokenPermute,MoeTokenPermute,"2097,6144;2097",1,1,0.0,43.32,43.32,43.32
MoE,MoeTokenPermute,MoeTokenPermute,"2136,1;2136",1,1,0.0,31.06,31.06,31.06
MoE,MoeTokenPermute,MoeTokenPermute,"2136,6144;2136",1,1,0.0,41.14,41.14,41.14
MoE,MoeTokenPermute,MoeTokenPermute,"2160,1;2160",1,1,0.0,31.88,31.88,31.88
MoE,MoeTokenPermute,MoeTokenPermute,"2160,6144;2160",1,1,0.0,38.68,38.68,38.68
MoE,MoeTokenPermute,MoeTokenPermute,"2174,1;2174",1,1,0.0,32.02,32.02,32.02
MoE,MoeTokenPermute,MoeTokenPermute,"2174,6144;2174",1,1,0.0,37.92,37.92,37.92
MoE,MoeTokenPermute,MoeTokenPermute,"2238,1;2238",1,1,0.0,32.96,32.96,32.96
MoE,MoeTokenPermute,MoeTokenPermute,"2238,6144;2238",1,1,0.0,39.00,39.00,39.00
MoE,MoeTokenPermute,MoeTokenPermute,"2256,1;2256",1,1,0.0,36.18,36.18,36.18
MoE,MoeTokenPermute,MoeTokenPermute,"2256,6144;2256",1,1,0.0,39.12,39.12,39.12
MoE,MoeTokenPermute,MoeTokenPermute,"2299,1;2299",1,1,0.0,33.14,33.14,33.14
MoE,MoeTokenPermute,MoeTokenPermute,"2299,6144;2299",1,1,0.0,37.34,37.34,37.34
MoE,MoeTokenPermute,MoeTokenPermute,"2508,1;2508",1,1,0.0,31.38,31.38,31.38
MoE,MoeTokenPermute,MoeTokenPermute,"2508,6144;2508",1,1,0.0,39.86,39.86,39.86
MoE,MoeTokenPermute,MoeTokenPermute,"2621,1;2621",1,1,0.0,33.66,33.66,33.66
MoE,MoeTokenPermute,MoeTokenPermute,"2621,6144;2621",1,1,0.0,39.88,39.88,39.88
MoE,MoeTokenPermute,MoeTokenPermute,"3126,1;3126",1,1,0.0,37.48,37.48,37.48
MoE,MoeTokenPermute,MoeTokenPermute,"3126,6144;3126",1,1,0.0,47.54,47.54,47.54
MoE,MoeTokenPermute,MoeTokenPermute,"3148,1;3148",1,1,0.0,42.16,42.16,42.16
MoE,MoeTokenPermute,MoeTokenPermute,"3148,6144;3148",1,1,0.0,42.78,42.78,42.78
MoE,MoeTokenPermute,MoeTokenPermute,"1714,1;1714",1,1,0.0,29.08,29.08,29.08
MoE,MoeTokenPermute,MoeTokenPermute,"1714,6144;1714",1,1,0.0,36.46,36.46,36.46
MoE,MoeTokenPermute,MoeTokenPermute,"1730,1;1730",1,1,0.0,30.02,30.02,30.02
MoE,MoeTokenPermute,MoeTokenPermute,"1730,6144;1730",1,1,0.0,37.12,37.12,37.12
MoE,MoeTokenPermute,MoeTokenPermute,"1764,1;1764",1,1,0.0,28.76,28.76,28.76
MoE,MoeTokenPermute,MoeTokenPermute,"1764,6144;1764",1,1,0.0,36.26,36.26,36.26
MoE,MoeTokenPermute,MoeTokenPermute,"1785,1;1785",1,1,0.0,28.98,28.98,28.98
MoE,MoeTokenPermute,MoeTokenPermute,"1785,6144;1785",1,1,0.0,38.36,38.36,38.36
MoE,MoeTokenPermute,MoeTokenPermute,"1806,1;1806",1,1,0.0,29.20,29.20,29.20
MoE,MoeTokenPermute,MoeTokenPermute,"1806,6144;1806",1,1,0.0,36.00,36.00,36.00
MoE,MoeTokenPermute,MoeTokenPermute,"1858,1;1858",1,1,0.0,27.94,27.94,27.94
MoE,MoeTokenPermute,MoeTokenPermute,"1858,6144;1858",1,1,0.0,35.96,35.96,35.96
MoE,MoeTokenPermute,MoeTokenPermute,"1860,1;1860",1,1,0.0,28.32,28.32,28.32
MoE,MoeTokenPermute,MoeTokenPermute,"1860,6144;1860",1,1,0.0,34.06,34.06,34.06
MoE,MoeTokenPermute,MoeTokenPermute,"1868,1;1868",1,1,0.0,27.88,27.88,27.88
MoE,MoeTokenPermute,MoeTokenPermute,"1868,6144;1868",1,1,0.0,35.08,35.08,35.08
MoE,MoeTokenPermute,MoeTokenPermute,"1905,1;1905",1,1,0.0,31.42,31.42,31.42
MoE,MoeTokenPermute,MoeTokenPermute,"1905,6144;1905",1,1,0.0,37.00,37.00,37.00
MoE,MoeTokenPermute,MoeTokenPermute,"2016,1;2016",1,1,0.0,28.94,28.94,28.94
MoE,MoeTokenPermute,MoeTokenPermute,"2016,6144;2016",1,1,0.0,35.46,35.46,35.46
MoE,MoeTokenPermute,MoeTokenPermute,"2117,1;2117",1,1,0.0,31.32,31.32,31.32
MoE,MoeTokenPermute,MoeTokenPermute,"2117,6144;2117",1,1,0.0,37.72,37.72,37.72
MoE,MoeTokenPermute,MoeTokenPermute,"2144,1;2144",1,1,0.0,31.62,31.62,31.62
MoE,MoeTokenPermute,MoeTokenPermute,"2144,6144;2144",1,1,0.0,38.80,38.80,38.80
MoE,MoeTokenPermute,MoeTokenPermute,"2200,1;2200",1,1,0.0,33.36,33.36,33.36
MoE,MoeTokenPermute,MoeTokenPermute,"2200,6144;2200",1,1,0.0,36.26,36.26,36.26
